bullseye	bullseye	circle	circle	dots	dots	h_lines	h_lines	high_lines	high_lines	slant	slant	slant_down	slant_down	slant_up	slant_up	star	star	v_lines	v_lines	wide_lines	wide_lines	x_shape	x_shape
56.3214352431	11.500461393	55.1776854663	16.4131300359	53.7333027198	20.032921014	63.4691157437	10.0521063621	54.5904833029	10.1869652547	59.9921705382	0.583460384601	55.5344440688	14.040211345	54.5896768547	4.37220938158	62.9219034267	28.9885205406	65.069247075	0.506549946181	64.1032669919	0.855751852483	64.0708791423	29.5739871943
62.7107796325	30.859564167	63.9462931682	29.5752853168	53.7453148597	29.5565065477	62.776487068	30.3745301059	54.7212876128	29.629140181	56.0541713663	31.7703885683	62.2105217571	37.3507412024	62.7290949451	31.4618167132	54.5239829061	30.1604252789	53.7951243718	30.5365361414	64.0914762617	29.7067895472	53.9765261028	42.0091547516
46.1524042858	65.029605567	44.8593507006	66.7246192904	52.3927289692	51.4953916139	53.3915573646	49.5602998291	48.6402963081	66.6748948059	51.2370263755	59.285146518	47.9428984102	49.2970773698	52.2123475626	53.4517570604	49.3845589859	63.2972721768	50.4228461441	56.0706425831	53.5512718521	61.1274198077	48.6369013192	63.5743764384
67.6221580756	61.7098833676	84.8179502015	47.309979839	53.7360486922	49.9679801682	61.4275372499	50.169176438	58.4330349577	46.2454640363	60.4527852565	48.6849870551	55.2263610742	46.9731818075	55.5272330225	52.9164416817	74.6674738634	48.7528249453	65.0728464367	57.8145893461	64.1011668744	51.3649919909	62.1389994964	47.2842778238
53.4424193947	67.5197369838	49.6875056531	76.0643009154	52.6825906195	80.1685231308	49.6977293729	69.5079176658	49.9253533685	90.1896166844	46.7752951104	72.0445407841	53.4955173054	75.6454949537	46.2010490565	74.1966874321	52.1123614917	67.8017397372	49.5589292647	67.8897257518	44.9252139342	75.5136129249	36.1500606498	80.5379372449
50.0606256356	28.8073653892	42.7332481765	21.0131957379	45.1998534229	19.9276504525	40.9610576971	29.707210219	37.474792426	10.1984149224	43.128286031	27.5122473508	44.5044579821	27.8664190831	44.8263988392	13.8951802183	39.400223076	14.9487266921	45.8958725821	29.3779851953	9.77865697022	28.7964626748	33.4303891642	16.5380712594
70.8633410205	46.1911840322	83.4566840279	53.1786215586	74.7973877899	50.4290547237	66.6074987076	50.164993723	68.4153058163	46.2418378358	69.6362220853	47.6185225257	68.8582701572	62.9806538866	74.817305328	46.2082377865	82.090036423	56.1569903339	70.0330425051	48.4052566927	89.5130819627	46.577470581	55.6916955081	55.3542462668
47.141829887	11.467266592	44.8391201305	18.3134623175	47.8972129898	20.0093786231	45.0897944373	9.53614719254	40.4376368538	10.0886621322	46.4709841814	5.21476901715	45.9763821496	5.14826044743	49.0881400366	0.63194519308	45.5012114959	21.7214776933	50.1683226697	4.62792712874	44.9261061028	1.75336312781	42.8158048864	27.9704654695
50.1255490239	66.5038710457	44.8600461285	66.7212981804	53.7310674096	49.8949376445	53.3101913025	49.8813351303	50.0268510846	66.6750569928	52.3864641734	55.0080239919	50.2403488357	47.350594082	53.6369320356	51.5392534145	46.3893833014	62.7371755695	50.1517878115	62.7949855204	53.5474134662	53.0862413993	48.466439698	64.0380288468
55.7030672131	10.3950797728	61.6680461454	19.1101773187	73.5161030865	22.0156472624	71.7183337165	10.4879971572	65.8275009164	9.67819516406	64.2629374002	8.42485404019	57.6124895161	14.2032050072	67.4957761206	20.2413249971	76.8185752954	17.4298839329	69.685617757	18.9689981912	89.9606886473	9.73832936047	86.8349082184	16.5562694419
27.5128293086	21.6833944405	37.8990743755	22.4585882151	24.4286119571	20.8157567532	20.577487553	10.0676044194	26.7696161231	10.3510995083	25.9372409847	13.9394376553	30.0883482587	19.1533655008	15.707777631	17.8589612925	39.523584247	16.9839160387	30.341829941	23.7050234122	10.3796068899	19.3732345421	33.2138095849	15.9280506618
62.987288455	30.5731903631	54.2150702945	18.8557607627	53.7348422878	19.9435612416	59.5986017445	29.8054478022	63.8883642985	10.2759124554	54.7127776986	27.1983258631	53.8508475495	17.0530329238	58.4897179253	27.9696282896	53.2148771765	28.4665487193	53.7977920186	26.0881132388	64.1015696873	24.4739601349	53.8048965144	29.5918892358
58.5656453664	28.9989488655	63.9559596949	29.5933502577	64.3650127347	29.6206974329	61.3042231321	30.4298067969	63.1675282331	29.6295259187	62.8591383541	32.2444123718	60.8087833386	36.8990335284	63.7610613314	31.7208119242	62.2846726991	30.1163076915	65.0565072052	34.3039813033	64.1015413453	30.3973651899	62.9966894204	46.1645686965
56.7468163043	11.9470381775	55.285370586	18.8415587977	53.7324829653	20.1942124563	59.0842055498	10.075080878	61.5801459381	10.1432489557	60.5412793272	1.98201266252	60.3606982982	7.76951192118	58.9274895048	11.0544457418	73.7407890574	18.4842835898	65.0842765641	8.08451925421	64.0973134309	0.869584108906	76.2922948237	29.3883146128
35.5893183312	16.2109510223	44.8526100488	20.0002643619	26.2751936962	20.483905199	39.1217140856	9.75493702502	41.0659110167	9.75577743946	39.2555191053	3.23484009237	42.8413142869	5.03590203376	38.5797860471	6.96900391796	40.9604644067	23.3537844709	29.9478111021	2.67812974284	10.3680729734	2.49435788125	28.017461687	9.68157091587
60.763598169	31.5904119347	63.943097127	29.5719231836	53.7445410418	29.5630121776	59.2691048005	29.6518369424	63.7904380127	29.6290531183	59.5333940207	29.5129682368	63.931241097	29.5271054681	61.4263604538	29.9462420091	64.6042576566	27.6402241876	53.8038997709	21.3945741117	64.1028081697	27.6792524649	53.7790380099	29.6045571132
41.9398751313	83.7424075746	31.4190782874	67.7406223518	22.7221948792	78.9107237144	37.4927209587	69.9349651761	29.0977686881	90.1626193348	37.1677812428	77.9227566101	33.1642522036	97.9779093583	39.2123686386	69.2453661249	42.1294178059	67.7380707318	30.1379175802	77.3761525014	9.55851105292	88.3376146606	36.4699028759	78.9959025883
50.2811427353	64.5387031986	44.8422114491	66.6937397115	50.8066692605	47.8913687262	49.8313779903	50.2270082644	53.2959768171	46.2415911479	46.7729666217	49.9101790273	52.6836670508	47.8691218629	47.0832126339	48.7732962433	46.96429789	43.7357349914	50.4521174246	52.8495052505	44.9242655602	57.7281520432	53.6428060916	57.5926696764
33.084603689	18.4955169559	31.8623259263	28.6878201931	27.380537129	18.626224724	22.8337189963	29.8774748294	23.0853938252	10.0922296633	26.0590798262	23.5767461803	24.1576939449	23.334019368	32.9044510871	30.3442653802	43.686981305	19.147201452	29.5812657447	21.5055659656	10.2012412991	15.8896411961	33.8026060046	17.8630598406
37.3807805498	55.070933192	44.8021342786	29.5646548165	49.9526357867	46.2190756093	44.9927477187	46.1977564686	47.1950679584	46.1791676448	45.642333901	46.1606149737	52.6703077282	46.0442655573	46.681416735	45.9564606407	45.8465128005	44.1417644985	50.3242391032	37.7613024524	44.9264386843	41.0192036312	53.3333191122	42.1822091111
77.9845326551	77.1907728476	63.0711703816	77.1050787242	73.4326655415	80.9022717314	64.712331434	90.3806898427	85.1045801763	90.1015201133	77.1184352257	92.1524073907	68.6908350764	79.1230259985	83.4514340339	82.5805798971	58.4035555433	90.4763801472	70.360312783	91.3280762828	90.4643308082	97.3389217278	81.5489903755	77.084429827
44.6946904879	13.0027786699	45.0261851217	19.557327252	45.1918276342	19.7650675898	35.0959282091	10.4452061536	33.2397133699	10.0487144064	41.3971055659	16.3395327685	35.5090335238	13.7840682533	41.1658555194	10.9298876934	41.2576159614	16.8637886583	45.8929753813	17.4639181963	10.0884836956	15.6603626339	36.1538525379	20.180766477
64.5021104486	62.4162070509	76.8562400754	66.7430501083	72.9408484688	48.3096522079	68.1406555158	50.1266871894	69.2394076371	66.6786068095	67.6237266365	55.3555230436	69.3572274542	58.5489126371	65.7710459811	65.2537578676	65.2610749488	66.295395178	70.4407652366	63.8829570923	89.7771898675	60.0013356937	62.4423431754	52.9361407264
65.3048916729	82.536088317	64.345354523	77.5668933228	73.2149508423	80.726793749	77.4640407498	89.8507682125	74.554792184	89.9773800054	78.6944284536	91.0519005025	64.8986505392	86.6583909876	86.7855015801	84.1839317644	64.0492162387	68.6968166775	70.2088857434	92.3974091302	89.9643036027	99.2336000178	81.7018065064	77.6699173894
43.2951387231	61.8639707857	28.9473501935	63.3201342138	45.1857590673	50.2045917612	38.3734460252	67.9059556419	39.9264823381	66.6785971744	44.1914003424	60.3477148741	39.9716694697	59.6069412773	38.5209538292	66.2555798808	37.8446988979	63.2552225549	45.8917934964	60.5794392812	9.76236750521	58.1157229882	48.6738122838	64.3782538798
66.6508645044	13.76304617	54.3875653993	16.9444894618	53.7322614031	19.913365384	61.8487640775	10.1002237354	53.9913914512	9.60026835832	56.4321635388	18.5019042466	53.8963674314	14.8993873637	56.3103513961	24.0205270495	53.8569095389	29.4391052281	53.7959113639	23.6056262372	64.0913771475	17.8262749871	53.8020864697	29.6088588481
62.6760850596	64.6883922425	74.7475989461	66.7131532512	64.3749136326	49.9058099709	60.8572951272	49.8079150908	62.1090865001	66.677751643	63.9154408733	55.5715864741	63.9578249587	65.7064484748	59.602915986	60.8604017557	65.7855375766	65.0618900915	65.0785738416	52.676929319	64.0998069959	51.266257	56.4285684217	54.8587373224
64.2901172528	64.4058146838	63.9561109221	66.712623405	53.7333199191	50.0278491919	63.5372914273	50.0226356433	57.4624110855	66.6789812892	55.3430884226	50.6588161179	53.9236019233	48.2621901966	55.3570362427	55.9855788923	45.8530566385	44.8771650197	53.7967892115	49.2653546362	64.1036520168	48.3324092659	61.5079288252	47.9678277894
47.7157041914	12.0134196364	48.468496432	19.0546627725	49.2635865358	17.7082926375	49.1254030691	10.1494481847	50.9680032206	10.042567974	50.3527426877	18.4425859785	51.5521459375	18.9954853018	45.6916407701	16.7071016771	47.9708659763	24.377475597	50.2043383411	1.28438534319	53.5512669402	28.0868193253	39.5434706968	24.7671984137
62.3348796566	84.7803429398	63.9654850734	77.0717290632	73.5773522781	79.556469945	70.4686009708	70.0799767149	66.2041773631	89.7266014664	64.410453894	74.7016847088	63.9904680031	68.4450877813	68.0344147957	69.079693478	64.1634516317	69.89015604	70.272601515	68.8611694026	89.8314637927	76.2994040167	75.2898445527	69.5299282175
75.6097263977	79.2608621923	63.9745785422	77.1922479589	72.4745036192	81.2425047452	72.1776242575	89.8844607378	64.7165440257	89.6288805124	67.8537006216	90.9782943002	65.8807151837	84.7475458753	62.5817301851	94.3768451288	58.612663875	90.6806994176	69.6165866094	92.3741989334	89.8319056593	76.407825207	75.4209293616	69.1322103737
37.921207877	56.2788149172	25.4362861972	50.9243733083	26.578025408	52.5098550984	45.7365671028	49.6525160079	40.1686885362	46.2452561238	36.0668525678	46.7771018934	23.8374934196	47.5167462375	47.2431412427	47.7807183214	38.8679591695	52.1848835723	29.8425400864	48.9726641076	10.4773466341	50.3094644596	53.7032641121	46.264710346
73.3348402614	79.0019638257	73.6045591088	71.1306459905	76.3974495734	80.1235661307	68.9766941857	90.1919647246	72.0073906886	89.6586897299	66.8847012287	86.597929143	72.3614086322	80.0042435766	65.4205178186	95.4691447901	53.7208762353	77.2686150964	70.0111269836	87.3766895638	90.1505012289	87.5494708946	75.2696971015	69.2605916432
53.4604725127	67.5150197766	49.5415762874	77.0009398643	47.9716897666	78.1119331777	41.1926436079	70.2903024553	39.8027117577	90.462270247	48.1322033888	74.1680443399	50.8272310243	77.6574022857	44.8451715177	74.4612773451	52.2691604479	70.2004469961	50.4782730579	75.0657940801	44.9281890281	71.0227329072	46.0669019033	67.9538851314
72.8141691684	50.2296492016	63.9615020626	66.7160431215	53.731486844	49.878678552	54.0529288466	46.2421615847	60.1373454157	46.2445420121	57.9877595341	46.3640224394	54.2356255212	46.4532527211	54.8948245239	55.7836308935	46.6270373892	44.0593393108	53.8001952482	48.9403780375	64.1037862636	49.1152568987	60.7544857488	48.4511629631
56.5739220161	29.0819909418	63.9544749812	29.6348219007	53.7438084441	46.2066813652	54.3789331741	30.2844575911	54.4627450792	29.6320532943	57.279473983	39.2244044428	55.8995450768	42.5257409421	60.318916943	31.5756242572	60.8057905289	31.7421703488	53.7958351443	38.0945627704	64.1013910168	41.5238409261	55.2607379302	43.5235273291
52.822899259	29.7746323986	34.1017676497	24.6073383845	45.1740775349	19.8967256647	47.9187995781	29.81035177	41.2936614122	9.98306735782	42.7317067706	27.1053007737	39.5395041343	29.0587503334	29.6015598538	30.8219032114	42.2422515557	26.1261814377	45.8715189588	27.2945603983	10.3603173672	22.3439567142	42.8860393124	28.9588790746
41.718940292	12.4391272992	44.8131642613	18.1068440808	45.2071597622	19.7522483044	38.4282218364	10.3625448883	31.8116216545	10.2395300514	41.3433769218	17.5565871076	28.5456659584	21.1017191744	42.2250121628	12.5974693198	43.8553719684	19.8415645814	45.8764257814	16.1261428038	10.2464037386	19.117888159	36.1613315845	19.5234585057
58.3522901155	28.879882035	80.6525112512	34.9742017471	53.8048953754	46.1835361844	55.9094199812	46.1947984629	54.8603563832	29.6306171953	54.5300116922	45.1212923634	53.8758628294	43.9861575882	53.8369467415	46.2125751389	46.0781324019	43.4035912234	53.7972000876	42.4995842966	64.1039389328	42.0372597248	54.0095354092	41.8922169199
35.7480647815	44.4246170395	23.0458649433	46.7061752673	25.0492506915	46.2077954045	32.4662477737	50.2015489217	31.9515255123	46.2441641115	36.2615304473	47.1868575228	20.89373586	46.3768224496	51.2822597101	48.8305594579	41.0064171899	49.0385329634	30.2658578978	46.341371936	9.75380303061	52.2194081981	53.6835015751	46.2752967106
48.3031192459	29.995304138	44.8079606089	18.5806303992	50.0549581606	46.2159334382	48.2496451674	46.1964540475	46.9367608117	29.6295766642	45.89536139	43.0091090793	52.9435279717	44.8554409226	45.3907899623	44.1709349345	46.6002015864	42.1121769084	49.9474416051	43.5631307464	44.9249589609	43.1403500232	46.0461741585	32.5793367543
27.8191826375	20.9272222994	38.1951893873	21.4153619124	25.9580330111	18.4398923535	36.4089299197	29.850568655	46.0834783495	10.3298764909	36.7428693581	21.318797784	43.6270182634	23.9793112452	30.1449027362	28.3893828096	39.1884131588	16.8497214766	29.8760682448	16.5619427534	9.98526514843	20.2323038468	41.1560115292	26.3410325683
36.4625691638	45.5532040386	26.7440303219	33.4547616163	45.1677754837	46.1289548403	46.4372675172	46.1966216894	49.6238722823	29.6284130701	44.2730279654	43.0976170646	51.3784780062	45.941938958	42.1523724667	40.5541413045	44.6843049581	46.3312832047	45.8817743161	40.7881766465	9.95334019759	41.3477033186	45.6942487792	32.0296908717
89.2075001968	55.6166016842	84.6361467748	54.9341469676	75.900293509	49.7585950902	88.2544177206	49.8451683718	83.9065859185	66.6781233248	90.8189821192	52.9117912654	91.331027763	56.6958965394	92.2353193505	64.1416281144	85.7300657118	63.5430546262	89.5495558497	56.0144573776	90.2566331886	47.3131579643	69.2338625132	61.3012975108
53.2705125529	29.2990691184	44.8309989547	18.7151195826	51.239421156	20.9053122773	46.6752456112	29.8717540346	51.3854840075	10.3268510169	50.2495137191	22.5105551702	48.0152104966	21.4074931121	53.1343815676	20.6538836627	48.931929175	25.3739474109	50.0637023432	12.3801611391	53.5484225486	20.7107732745	42.2225183264	28.2938712042
35.442553517	51.078255725	23.3540954423	46.9351148724	26.0612106085	51.1271389617	33.8325144711	49.6059928793	33.2601446852	66.6785789176	34.5302742892	55.1525286173	39.0428770689	61.1656107215	29.6414797463	58.8414053442	42.6615193708	47.7621891292	29.6620297191	58.3446882792	9.76692911224	51.0745969806	50.017321956	62.4020902967
47.1159278956	32.8052017671	44.7946441856	29.5800931938	50.0550214959	46.2190448032	53.5607359801	30.3037945454	47.0312348738	29.631839272	52.2933015779	39.0275321146	51.7160211985	46.0198243946	46.3946670071	44.4260943697	45.9499688201	41.0309004235	53.6648761442	42.6467474363	53.5466704011	33.2415833505	52.3720073058	40.660548475
60.8754322855	65.0612534196	63.9323247784	66.7536012234	53.7398348168	50.021630975	56.4772278959	49.5640832077	59.120654939	66.6762766702	60.3723009041	59.4480651933	62.5759909583	65.3436448271	61.9226426444	61.7007909647	65.463211845	64.408113865	65.0765876858	56.9061849803	64.1012266288	59.8826007406	62.3430366452	47.4137616548
68.4323607451	82.5874946089	63.9512317995	76.0657594005	76.5518295001	82.2931898981	71.4078877661	70.1247980763	69.0577105911	89.901758156	70.9826609713	73.9097293958	75.7147816815	75.8720865412	72.3455854775	73.2793721486	63.4157216558	71.1260909576	69.6891396086	78.5439767841	89.9719105066	71.6568778167	74.8454194152	68.5742646155
64.0418594148	67.6386156115	73.2622067742	69.623770207	76.0208883537	79.5407469064	64.6840008294	70.3195742892	74.9259198129	90.1982974999	69.3511769343	69.6848425533	64.7315420816	67.8512939018	69.1234434742	70.2977188548	63.2470069726	72.6594580825	69.7870049439	70.8688275869	90.431862645	81.2919921362	74.485194084	68.0456457941
59.5946270913	84.3465971459	69.0387722552	73.943359934	74.9465636265	77.3300059921	64.0912419885	90.0818927305	67.0778216266	89.8214467309	64.7606448508	87.5143671854	66.4032931526	84.1063128838	69.6629745295	97.3730011724	59.0986262345	90.2790023887	69.9022315874	88.1425672893	89.5552979338	78.4492842599	76.0645875635	70.6268317922
44.8127179864	67.5423881484	38.1888684849	71.6622192689	45.1861629623	80.1630114838	27.8858656454	70.221355967	46.5993241973	90.0844746646	37.5739383201	68.2599582353	30.4594720942	70.5104041188	42.3525068864	70.2917229305	42.3408672122	67.7253460359	30.1148534283	78.476690483	10.4609844453	74.7205260058	32.7894918831	83.7397559531
37.9265883434	13.6486445511	44.8038821628	19.0622709823	50.5622931563	18.4777431548	48.9776205076	9.88786469241	46.4727203263	9.62988615972	50.3719234268	18.8511111632	49.3633735891	22.4696922132	48.3549774852	19.0202957387	49.9882317878	25.6688430062	49.9495923013	17.2664065328	53.5493563915	16.2750769612	43.0102982575	29.1012186202
63.6660562369	32.4321198116	55.6714175531	19.1092970598	53.732023454	20.1095115983	56.2972788005	29.6726700725	54.461704458	10.0797614659	58.6103385138	25.3264185715	53.9871072368	15.6884357482	54.7533188036	22.0372336613	62.6489421333	29.4105942635	53.7964030183	27.4478559975	64.1021347183	26.240381195	53.794583847	29.6235549002
62.880271803	64.3795512139	63.9509009996	66.737013402	53.7370739662	49.9971351064	62.5818119372	50.0257111955	61.4891344501	66.6748042396	60.974068899	52.1737161474	55.0638406812	46.3235031492	56.034285109	58.5770586898	69.6262534558	62.9331604168	65.0499113364	47.5098504005	64.1023296219	58.1562877964	60.8646748195	48.777111446
46.2994814326	12.0836174399	47.1978955569	18.20530433	51.3475467203	20.8443454981	49.223195948	9.71741786448	53.530680127	10.3510612232	51.2716198477	17.7989003539	49.9644579878	21.4214868388	49.006829248	17.7884933934	50.6523018591	26.2789656589	50.3841320497	17.5486381061	53.5467987216	23.3541459499	39.9952117919	24.2505814389
39.2127322322	38.8035096796	26.977550986	34.8591044151	24.8943088229	29.5457047163	40.0416960073	30.3249024009	25.6405525024	29.6314102381	32.5306118335	35.1442358024	33.9630048607	33.4790813295	34.5646324916	36.2405091926	43.0747773706	32.4579871019	30.2657216293	32.8539672446	9.52981365343	38.2375318415	44.8906398206	31.5908284166
70.938148492	81.9007690061	65.4809743759	76.9535921057	72.0502237568	80.0584781932	70.1700988868	70.2072723964	72.2319489256	90.0832683988	67.0286227706	73.7120880682	65.9471628934	84.2076906577	69.1721854613	70.5417497421	65.0094515298	68.6896111744	70.0631848089	83.5543467585	89.5957731597	77.5787883042	74.1947890868	68.3911334511
69.2309000922	57.6712215924	83.9307534932	56.5629399727	72.5238579166	49.6122453346	73.4130966108	49.7497257277	63.9977412215	66.6713164245	71.8231621294	51.801994236	76.9875885688	55.0254017678	76.6014988533	48.2337170728	74.9533702554	48.4235888591	70.3169425039	55.1429789996	89.7612849566	47.7310000182	58.0486994545	51.9229068153
46.3282995077	84.3703873335	48.1119844597	76.06245009	49.6969891613	81.1043011033	48.8354546358	89.9957478472	50.163490682	90.3199985959	51.7258753296	88.2598907844	52.4182743164	95.7965533316	47.7428654488	79.7137783872	55.6652426744	83.2219443348	50.2235201212	82.8030371894	53.5511201363	90.6760710569	38.8602674191	75.6905736285
56.2821870037	65.718643187	79.8383596101	64.7805590185	53.7322712548	49.9191542597	57.7158349916	50.0331801228	63.0588056725	66.6762775213	58.8293506485	59.1523350502	63.248381695	64.2624684806	62.059957808	63.6989547371	66.9084744547	62.9302895181	53.796224091	56.2138414128	64.1038192807	57.0527870533	57.7596841778	53.5959816374
46.6558549739	32.6905635722	44.8241456747	29.5646545521	49.878391718	29.5477052424	49.0212969917	30.3116194346	45.7604908012	29.6301318185	47.8245168621	30.3736430952	34.7022972352	35.1828820584	53.6428354539	29.5391028146	60.589039464	31.4027414733	50.1743059267	33.0424965732	44.9254967078	35.5738840756	45.5014660297	31.0806351075
62.492063655	64.0673927059	78.8405767694	66.7153175756	53.732145952	50.1040901659	58.9473755018	49.6602761717	60.5248884359	66.6743132663	58.7120492807	53.4741104036	54.2831488679	47.4982198015	57.5160864884	55.5003205954	66.5930825081	63.1944191179	53.7963458261	46.4957105851	64.0970170973	48.6504529816	53.8488198705	57.5455535876
55.5247141639	83.8998262726	63.9656782169	77.5302791523	53.7312997726	79.9258597762	62.2467669739	90.2641149316	61.8475424492	90.118586971	58.4273620799	98.8086066907	62.3437650982	90.2662523328	57.20328372	86.4976329769	57.1257173569	88.3259476495	53.7986241578	95.4803764503	64.1032296153	91.1601596556	53.8300960697	67.8292685152
78.4392019454	75.1103862669	68.7633096169	72.7591650092	76.3494370459	79.805613775	99.7313398004	70.4823030268	90.7595820103	89.6521442402	84.7671857056	78.3829828693	79.8777370715	70.3122031022	85.2184944294	84.1556509629	81.6278524446	67.731602656	89.5642816858	75.0457681174	90.0978304553	74.3680260262	79.6145245757	75.2613304561
53.4422886743	28.5639050385	44.8093507464	29.5821400993	49.9673258651	46.2168025189	49.4959633924	30.4187762878	52.7792251901	29.6280159527	53.5371603018	37.2178686292	53.1675247966	45.0249282707	53.6347673387	29.5416976594	53.9273658696	29.5191543086	50.2603364198	39.7499178485	53.5321259646	36.069342161	50.7623993583	38.0661067146
52.9941269425	85.0624178786	48.3498716751	75.8106026344	51.7493950778	79.0762115105	45.565006972	89.5534991921	51.1881387724	89.7884333607	52.3698071509	90.0798651909	52.7902145423	95.6105458596	52.5213779603	80.0152357344	54.2613959174	76.3502627897	50.3763692197	90.7225043993	53.5502210199	88.4451465097	35.647088653	80.9248787398
43.2261351059	12.8367356038	38.4420284267	20.9177955143	23.483462877	18.8835844854	41.2027753259	9.98058616957	39.0167706365	10.2519188453	36.6424287184	14.1205994871	37.89274987	10.3620532707	45.0217415004	13.5909806931	41.4579713535	25.3576701582	30.0879983472	13.7158784612	10.1542068351	7.86913521379	30.8884102424	14.0042756834
50.3335863914	29.5152587141	28.2700421277	33.0880859039	49.8107791396	46.2164846256	51.5615410542	30.3639063083	45.8300112099	29.6282926766	53.1898904001	36.31819696	53.6155470018	45.2526880526	50.2393142611	20.7107164813	54.3753526618	30.5034632009	49.649184951	32.3587253723	53.5510836859	39.5729573005	52.2281146102	39.991859732
34.3546429697	16.8491691298	34.9987621296	23.570169377	26.6620056796	20.8082567642	27.705172593	10.2768822864	25.0670257825	10.0145213888	22.9556917312	3.28795271471	35.5129737815	13.9333548595	38.8986881339	6.97825672294	40.0664525998	16.4857325119	29.8265136194	12.9923773123	10.2377770553	13.4697578839	22.3813663332	3.22651939287
52.1269442819	65.7087814723	29.6339152203	66.5073912185	49.821303115	48.8302350093	52.6010193325	67.9178032693	52.1231447902	66.6778499607	51.4897928186	66.2761429234	53.6168849166	66.4614919918	48.6760099318	50.8872336194	51.1195946618	66.5269977672	49.9030563251	63.2036781787	53.5506115168	66.2339819851	47.0757628935	65.7869038344
22.440774275	26.8556212211	31.0922347706	30.301807128	22.7943575676	18.7821465049	16.0531694315	29.9000593629	12.9906632884	10.4033981702	17.4726406031	26.3816538233	22.083528415	25.4118741157	22.874009968	20.8828563606	41.8829720837	17.3930600976	9.72517787827	26.8552221277	9.91469081339	19.4671201548	32.8717470471	16.7735059109
54.1434873246	65.3671314268	69.4739174664	66.7196408882	53.7319666793	49.9806230783	58.6313386682	67.9287846415	55.9774761954	66.6759341251	56.1119002815	64.973613647	62.6327830669	65.1447156056	55.3462672712	55.5219858928	50.9289690071	65.7611459612	53.8035850899	65.4575252187	64.1033359329	62.2918839067	56.6043264562	54.4983113844
51.6920538296	30.9199301607	44.7944389084	18.7389272385	49.4995182387	19.1209590989	47.5266942605	29.5223914033	52.5273294762	10.3840465922	48.66259658	25.1442381682	43.2085572725	24.1387350834	53.6506246673	21.4008524399	43.949656855	20.4358303114	50.2509032486	29.5040105221	44.9262716111	20.8290486406	41.825251824	26.5432869775
44.261136936	63.1765187392	28.8147614417	61.3538656259	27.1367646302	50.5749733201	32.5579648896	67.9352073243	35.7984768314	66.6775728723	35.0097546447	61.8414463794	40.9677506045	59.8391700647	32.941497421	62.2381377845	33.3397995419	56.4055505723	30.2296362492	54.7675207046	10.0086696196	64.4188204089	49.0878274586	63.4501065886
64.9962886337	31.6787324958	63.9451674262	29.5711838265	53.7487177624	46.2137638866	62.489229287	46.1950650461	62.0493787626	29.6280468781	62.0582574774	40.5892174066	57.6120669124	44.4187813648	61.6558688856	30.2776949786	56.047980199	32.4199046536	65.0379034363	31.8401211637	64.1035393997	38.6651683758	63.128187246	45.5521893371
37.2582481182	56.0425246688	27.2912369672	57.4249819558	45.1653613757	49.7816909668	38.0416194458	67.9212927868	38.5500317479	66.6774795962	42.7602301599	65.5735927972	35.8790359796	63.3081967624	33.0398061359	64.8676644418	32.5692968965	63.013550341	45.8768166226	59.6615838489	10.1821747995	54.0362986196	46.9711868777	65.9338848394
53.4738257505	67.5214592539	50.8903910206	78.8620256702	51.4818459359	80.4684799761	50.7550614329	69.9109446536	47.2397592668	90.1560375825	51.7819495499	69.1587743442	51.7524470384	76.8161421896	49.0565866266	78.6859744549	52.7292942055	70.474136631	49.6401674154	73.4953723162	53.5509599907	73.1207991556	45.6231201744	68.1505834016
37.2881816798	51.9952155929	24.8876071458	46.2600674497	45.1372110657	46.1846194785	43.2002911328	50.1721205533	37.8133860671	46.2422988312	39.7684052539	46.2641493457	45.5714784149	54.5311220433	45.6172469234	46.7093584164	42.6853154423	48.134934635	45.888843677	50.8730601929	10.276499247	56.2771715646	53.6712403497	46.2612294671
47.5323570544	64.6213053828	44.8553246398	66.7256210807	48.4171954137	48.443088354	49.3922472083	49.5678295448	46.5618100517	66.6684848198	49.9037438242	51.5643036666	47.1445612166	51.0724353135	45.4177556351	47.3199898121	45.4762941512	45.1541748491	50.2378617054	60.3293602032	44.9244752069	56.395568705	52.8198219505	59.3552821871
69.6165791889	81.2750615312	69.0378891007	72.6200977515	72.9026942326	80.1807365533	65.3435936466	89.6054098465	74.341817551	89.8918342349	65.9508065333	81.54311104	65.8060993318	83.0453491346	76.6462192769	75.6072970014	59.1256517803	89.0028630304	69.7096316011	72.518202464	89.6048751807	84.501204535	78.5831480952	73.3714562997
48.2730939272	10.269262438	45.9702798131	18.2398117534	51.8903200569	21.5928640306	46.8154644265	9.71550919102	44.8095043253	9.64648598654	45.7255676885	17.6088516715	46.6128831019	24.9371595019	45.2215629004	15.871958048	46.1545791967	22.0024312601	50.2651864074	18.5159479927	44.9248966055	14.2702203575	40.5519009909	26.2389833387
72.0567174361	80.620791055	70.3799567421	74.5271606537	72.6434869593	80.4395066927	82.3310004107	69.8393873487	70.2561639944	89.8579728616	73.2476800243	76.3457223656	77.9974763199	69.3251622613	73.2020872135	72.9823086286	64.0971191572	70.4075603122	70.3244788177	85.9032081733	90.2027997072	76.4124405039	75.4400219158	69.2541583457
