Plot	Values
split	-2.68839640756
left	-2.68613591724
lines	-2.68402543688
normal	-2.48
right	-1.52930896152
split	-2.66220726441
left	-2.68783959777
lines	-2.68031082582
normal	-2.48
right	-0.999374196072
split	-2.68865444578
left	-2.68334710141
lines	-2.66887826307
normal	-2.48
right	-1.23621577257
split	-2.68763166282
left	-2.67781378594
lines	-2.66115585874
normal	-2.48
right	-1.64886600219
split	-2.68347758724
left	-2.68907270845
lines	-2.68820552467
normal	-2.48
right	-1.11336818426
split	-2.68892501319
left	-2.68802034924
lines	-2.68304086502
normal	-2.44
right	-0.44753496831
split	-2.684229937
left	-2.68529346202
lines	-2.66695684672
normal	-2.44
right	-1.21656928386
split	-2.68675598534
left	-2.6791440561
lines	-2.68276214173
normal	-2.44
right	-0.369386326055
split	-2.68291128178
left	-2.67826384668
lines	-2.68836546769
normal	-2.44
right	-0.892850602161
split	-2.60154172683
left	-2.66682994949
lines	-2.66724459905
normal	-2.44
right	-0.884696598896
split	-2.68415374444
left	-2.68861503237
lines	-3.25126150469
normal	-2.44
right	-0.747259786375
split	-2.68600861053
left	-2.67097703771
lines	-2.68270253
normal	-2.44
right	-1.2183552529
split	-2.67675295654
left	-2.67323912972
lines	-2.67899008648
normal	-2.44
right	-0.585835352603
split	-2.68953516469
left	-2.6605590236
lines	-2.68903474519
normal	-2.4
right	-0.227777019132
split	-2.67936068145
left	-2.6743056342
lines	-2.66962907201
normal	-2.4
right	-0.858572598467
split	-2.6889903791
left	-2.68583566476
lines	-2.68282208502
normal	-2.4
right	-1.48844872614
split	-2.68895814045
left	-2.66639469071
lines	-2.68679902185
normal	-2.4
right	-1.76177735858
split	-2.68860058084
left	-2.67882839779
lines	-2.67605001671
normal	-2.4
right	-0.832936755703
split	-2.64236171717
left	-2.68905940906
lines	-2.68707806829
normal	-2.4
right	-1.33346864201
split	-2.68463603832
left	-2.67443984725
lines	-2.68309541492
normal	-2.4
right	-1.3241662857
split	-2.67893147806
left	-2.67853104873
lines	-2.68046182138
normal	-2.4
right	-0.0816097145563
split	-2.68090429963
left	-2.67820066433
lines	-2.69245593371
normal	-2.36
right	-1.06891615473
split	-2.6894992004
left	-2.68911513098
lines	-2.67490797633
normal	-2.36
right	-1.46224160991
split	-2.68077506492
left	-2.68052388082
lines	-2.66141620765
normal	-2.36
right	-0.953736854661
split	-2.68124127271
left	-2.68745945614
lines	-2.67272299432
normal	-2.36
right	-0.0714161200921
split	-2.68229923044
left	-2.67822993696
lines	-2.64582723472
normal	-2.36
right	-0.839107785313
split	-2.67971714093
left	-2.68038570985
lines	-2.68569073747
normal	-2.36
right	-1.59502725867
split	-2.68782902916
left	-2.67528193687
lines	-2.68717723078
normal	-2.36
right	-1.25216315932
split	-2.68942412649
left	-2.67998812863
lines	-2.66835204122
normal	-2.36
right	-1.08599677039
split	-2.68857166319
left	-2.68602407426
lines	-2.68201452581
normal	-2.32
right	-1.3301078934
split	-2.67980478279
left	-2.67488466808
lines	-2.66148789703
normal	-2.32
right	-1.02803138522
split	-2.68363340762
left	-2.68705966514
lines	-2.63848484955
normal	-2.32
right	-0.374369343896
split	-2.6588062826
left	-2.68447354539
lines	-2.68476061049
normal	-2.32
right	-0.101556496304
split	-2.66496121766
left	-2.68363598686
lines	-2.67905487594
normal	-2.32
right	-1.24524504953
split	-2.67366168738
left	-2.67971788454
lines	-2.68740633734
normal	-2.32
right	-0.85500592814
split	-2.64652378576
left	-2.68707791176
lines	-2.68243361605
normal	-2.32
right	-1.11590297802
split	-2.67382346778
left	-2.68454501084
lines	-2.67934443637
normal	-2.32
right	-0.712406387675
split	-2.68398612295
left	-2.68828208452
lines	-2.67536040545
normal	-2.28
right	-0.433014074262
split	-2.68897398602
left	-2.68345910322
lines	-2.60327666843
normal	-2.28
right	-1.00489807159
split	-2.68251221125
left	-2.68724063601
lines	-2.68769963233
normal	-2.28
right	-0.490326980809
split	-2.68644055494
left	-2.68752001386
lines	-2.68662122284
normal	-2.28
right	-0.336716457383
split	-2.68281818136
left	-2.68834638164
lines	-2.68915960127
normal	-2.28
right	-0.564096713997
split	-2.67286952227
left	-2.68567445217
lines	-2.68485100605
normal	-2.28
right	-1.06560718991
split	-2.68296193312
left	-2.68803888215
lines	-2.67180809249
normal	-2.28
right	-0.425635852592
split	-2.68335178173
left	-2.68122110946
lines	-2.68857176202
normal	-2.28
right	-1.02201542669
split	-2.68218529837
left	-2.67390748569
lines	-2.68462216096
normal	-2.24
right	-0.226292015239
split	-2.63394901676
left	-2.68959708008
lines	-2.68046308664
normal	-2.24
right	-0.606707352237
split	-2.68036155962
left	-2.67435915236
lines	-2.68785422305
normal	-2.24
right	-0.927617682159
split	-2.68695874448
left	-2.68453564471
lines	-2.66410184518
normal	-2.24
right	-1.20426155323
split	-2.68739387385
left	-2.6773379747
lines	-2.6889649444
normal	-2.24
right	-0.189567949126
split	-2.68704686466
left	-2.68854269152
lines	-2.68100068823
normal	-2.24
right	-0.848789857443
split	-2.68341805695
left	-2.6711370589
lines	-2.68348796415
normal	-2.24
right	-0.805921729847
split	-2.68267257932
left	-2.6315661101
lines	-2.65885007181
normal	-2.24
right	-0.406953569663
split	-2.68318671399
left	-2.68669257779
lines	-2.68548562964
normal	-2.24
right	-1.23573947481
split	-2.67327227486
left	-2.68918838132
lines	-2.67018599896
normal	-2.2
right	-0.731111067419
split	-2.67033591456
left	-2.6797920723
lines	-2.67898618776
normal	-2.2
right	-1.20219920541
split	-2.6870125861
left	-2.64062027813
lines	-2.68491445708
normal	-2.2
right	-1.02711650459
split	-2.66403637598
left	-2.66242292634
lines	-2.68188372113
normal	-2.2
right	-0.90238617115
split	-2.64812424571
left	-2.68690450873
lines	-2.68836167865
normal	-2.2
right	-1.06696892225
split	-2.67756094018
left	-2.68209275786
lines	-2.6821884244
normal	-2.2
right	-0.977830095607
split	-2.67999718749
left	-2.67679143135
lines	-2.67350594702
normal	-2.2
right	-0.794921618177
split	-2.68284031939
left	-2.6783705469
lines	-2.67509380789
normal	-2.2
right	-0.680298332918
split	-2.68749826668
left	-2.68824320045
lines	-2.68464073388
normal	-2.2
right	-1.3124858002
split	-2.67349701603
left	-2.68545805155
lines	-2.68582274669
normal	-2.16
right	-0.983877699857
split	-2.68648999355
left	-2.6828111655
lines	-2.68724859714
normal	-2.16
right	-1.3054371478
split	-2.68072966002
left	-2.65046446574
lines	-2.68012634354
normal	-2.16
right	-0.304959279695
split	-2.68037221036
left	-2.68829338184
lines	-2.68785747293
normal	-2.16
right	-1.01351090292
split	-2.67329184191
left	-2.68896822088
lines	-2.67017611512
normal	-2.16
right	-0.849203401266
split	-2.67534827844
left	-2.67578575268
lines	-2.68695888046
normal	-2.16
right	-0.0864214862713
split	-2.67992966942
left	-2.67963289403
lines	-2.68098760931
normal	-2.16
right	-0.415384324108
split	-2.67302214056
left	-2.67315178008
lines	-2.67331253508
normal	-2.16
right	-0.650762034634
split	-2.67432416392
left	-2.68596067947
lines	-2.68416761123
normal	-2.16
right	-0.413103887344
split	-2.68232432467
left	-2.68606946668
lines	-2.67945400177
normal	-2.12
right	-0.538923655661
split	-2.66444990357
left	-2.6817288268
lines	-2.67677394042
normal	-2.12
right	-0.0142544001074
split	-2.68070313367
left	-2.68516592893
lines	-2.68176655958
normal	-2.12
right	-1.00258833371
split	-2.68824554282
left	-2.67436996415
lines	-2.67180763307
normal	-2.12
right	-0.736071200295
split	-2.67368555242
left	-2.67595283566
lines	-2.58333598911
normal	-2.12
right	-0.57584765044
split	-2.68637087339
left	-2.67703386887
lines	-2.68912392486
normal	-2.12
right	-0.595804892424
split	-2.67541371737
left	-2.65535498793
lines	-2.68125760466
normal	-2.12
right	-0.454505420551
split	-2.68461664427
left	-2.68321019609
lines	-2.68470549863
normal	-2.12
right	-0.0569631415995
split	-2.68731884572
left	-2.68884171702
lines	-2.52591728902
normal	-2.12
right	-0.444796275237
split	-2.6540737292
left	-2.68553028741
lines	-2.66239096309
normal	-2.08
right	-1.0722251942
split	-2.68480381656
left	-2.6852066491
lines	-2.68448928854
normal	-2.08
right	-0.394708151966
split	-2.68552827266
left	-2.68550736122
lines	-2.68381778975
normal	-2.08
right	-0.879968732187
split	-2.68214850561
left	-2.68901881812
lines	-2.67279416527
normal	-2.08
right	-0.880354633016
split	-2.68356569822
left	-2.68963875879
lines	-2.66473605916
normal	-2.08
right	-1.4331869014
split	-2.65915012481
left	-2.66644958914
lines	-2.68152973791
normal	-2.08
right	-0.92724830748
split	-2.66743642076
left	-2.68973784112
lines	-2.67504755295
normal	-2.08
right	-0.616336251212
split	-2.67733589555
left	-2.68917771962
lines	-2.68525562939
normal	-2.08
right	-0.0263538021376
split	-2.64717434306
left	-2.66638504385
lines	-2.68913154241
normal	-2.08
right	-0.421442151311
split	-2.68638411406
left	-2.66573135309
lines	-2.68415422704
normal	-2.04
right	-0.954783154601
split	-2.68469656191
left	-2.68498611415
lines	-2.68759472799
normal	-2.04
right	-0.595742133057
split	-2.68313290682
left	-2.68069857742
lines	-2.66752222307
normal	-2.04
right	-0.0695347762992
split	-2.67652069776
left	-2.65190007466
lines	-2.67215930953
normal	-2.04
right	-0.562363437325
split	-2.6762759085
left	-2.67641773519
lines	-2.67968515494
normal	-2.04
right	-0.699030544295
split	-2.66501318772
left	-2.6625696252
lines	-2.68888332427
normal	-2.04
right	-0.577060457706
split	-2.65619586419
left	-2.67758815852
lines	-2.68464566158
normal	-2.04
right	-0.182114704529
split	-2.68772186516
left	-2.67792670693
lines	-2.68230671664
normal	-2.04
right	-0.79188763172
split	-2.68067806275
left	-2.68915977779
lines	-2.68110339793
normal	-2.04
right	-0.562081459688
split	-2.68212532788
left	-2.67693854015
lines	-2.68170774084
normal	-2
right	-0.0376294278165
split	-2.67120503677
left	-2.67773572632
lines	-2.68050744618
normal	-2
right	-0.261870382227
split	-2.68517346486
left	-2.68589022986
lines	-2.66183907605
normal	-2
right	-0.377504058734
split	-2.68412488519
left	-2.6637879293
lines	-2.67778013163
normal	-2
right	-0.0756354103052
split	-2.68711585502
left	-2.6776042259
lines	-2.66606803417
normal	-2
right	-0.0232100086045
split	-2.68531400884
left	-2.67459471152
lines	-2.67055377111
normal	-2
right	-0.611781996473
split	-2.6821362563
left	-2.67416038577
lines	-2.68182924946
normal	-2
right	-0.830717712078
split	-2.665439524
left	-2.67531412659
lines	-2.68356061715
normal	-2
right	-0.0179241861805
split	-2.63981069578
left	-2.67665966294
lines	-2.67119965644
normal	-2
right	-0.011316125356
split	-2.6803777228
left	-2.67102887449
lines	-2.67992127274
normal	-1.96
right	-0.286006060055
split	-2.68847652368
left	-2.66423993057
lines	-2.68832089025
normal	-1.96
right	-0.286678086185
split	-2.67176292601
left	-2.62339613104
lines	-2.68568536893
normal	-1.96
right	-0.660418148565
split	-2.66534918664
left	-2.65479113651
lines	-2.67680222036
normal	-1.96
right	-0.613476368658
split	-2.66988039263
left	-2.66586511396
lines	-2.6528822528
normal	-1.96
right	-0.379384008986
split	-2.64947435233
left	-2.68807066915
lines	-2.66184128554
normal	-1.96
right	-0.161490906195
split	-2.68805582872
left	-2.68347683809
lines	-2.68881103253
normal	-1.96
right	-0.0195420925159
split	-2.67756034811
left	-2.68247884887
lines	-2.67842597105
normal	-1.96
right	-0.0431625904634
split	-2.68751817841
left	-2.66648737506
lines	-2.68836984609
normal	-1.96
right	-0.531738840286
split	-2.68865859366
left	-2.62870779178
lines	-2.68037700284
normal	-1.92
right	-1.24658666526
split	-2.65885297414
left	-2.6719408857
lines	-2.68508128457
normal	-1.92
right	-0.122451816717
split	-2.67398110629
left	-2.67669765201
lines	-2.68819920653
normal	-1.92
right	-0.75762313373
split	-2.68853593495
left	-2.65844299142
lines	-2.67410129654
normal	-1.92
right	-0.559743146079
split	-2.63133701376
left	-2.6830762125
lines	-2.66764756636
normal	-1.92
right	-0.0391308862075
split	-2.67451761624
left	-2.67784432803
lines	-2.67575420681
normal	-1.92
right	-0.641983766342
split	-2.68375158731
left	-2.67869616812
lines	-2.66568537534
normal	-1.92
right	-0.445882983637
split	-2.68631921928
left	-2.65956077611
lines	-2.68582244291
normal	-1.92
right	-0.135662176249
split	-2.67376846087
left	-2.67716983154
lines	-2.67400117422
normal	-1.92
right	-0.87775120261
split	-2.67846691751
left	-2.66354009692
lines	-2.66962866129
normal	-1.88
right	-0.933891661644
split	-2.66413244291
left	-2.68599644495
lines	-2.64404698215
normal	-1.88
right	-1.27812359102
split	-2.6422489606
left	-2.68190565859
lines	-2.64338030067
normal	-1.88
right	-0.421612191203
split	-2.68291697162
left	-2.68475002325
lines	-2.68203165422
normal	-1.88
right	-0.29832833604
split	-2.68676201101
left	-2.62430395651
lines	-2.67769279944
normal	-1.88
right	-0.859795916579
split	-2.68246114976
left	-2.62657097435
lines	-2.67641153279
normal	-1.88
right	-0.159515223433
split	-2.68556589849
left	-2.68131160849
lines	-2.68912142245
normal	-1.88
right	-0.620563874366
split	-2.68515191806
left	-2.65984824211
lines	-2.68458955019
normal	-1.88
right	-0.67196791142
split	-2.67107498976
left	-2.68010680622
lines	-2.68505774922
normal	-1.88
right	-0.00945393397822
split	-2.65355691674
left	-2.68414852029
lines	-2.68532791907
normal	-1.84
right	-0.116289974573
split	-2.68610625805
left	-2.6890060127
lines	-2.68778505831
normal	-1.84
right	-0.971808080279
split	-2.68019818443
left	-2.65541099823
lines	-2.6815220192
normal	-1.84
right	-0.0862082541009
split	-2.65849988091
left	-2.50814825309
lines	-2.68458866298
normal	-1.84
right	-0.564152183961
split	-2.66379338551
left	-2.67443708425
lines	-2.6829229028
normal	-1.84
right	-1.05270263787
split	-2.57729193384
left	-2.6856330973600002
lines	-2.67140780227
normal	-1.84
right	-0.0995579926309
split	-2.62297748536
left	-2.68910662912
lines	-2.68063356475
normal	-1.84
right	-0.950089779406
split	-2.67551389953
left	-2.62251453763
lines	-2.68442605666
normal	-1.84
right	-0.0894534427216
split	-2.68243375579
left	-2.68439362791
lines	-2.67443236905
normal	-1.84
right	-0.0947858267636
split	-2.68699886349
left	-2.66972660719
lines	-2.68037612332
normal	-1.8
right	-0.095532723293
split	-2.67767642624
left	-2.68549762934
lines	-2.68105956491
normal	-1.8
right	-0.840616928005
split	-2.6846013236
left	-2.68964146796
lines	-2.66056442712
normal	-1.8
right	-0.652831183354
split	-2.68938027486
left	-2.6412207563
lines	-2.6724834337
normal	-1.8
right	-0.719802405079
split	-2.67105070948
left	-2.67140576485
lines	-2.68727098391
normal	-1.8
right	-0.620563477973
split	-2.64850112468
left	-2.67920507507
lines	-2.68831222912
normal	-1.8
right	-0.762678036698
split	-2.65076808652
left	-2.68817461006
lines	-2.68382840644
normal	-1.8
right	-0.137983580013
split	-2.6737021941
left	-2.68857448808
lines	-2.52569121551
normal	-1.8
right	-0.569119192432
split	-2.6886373386
left	-2.68962504047
lines	-2.62748885415
normal	-1.8
right	-0.0398310120433
split	-2.62271266212
left	-2.67051772653
lines	-2.68721140849
normal	-1.76
right	-0.0537511831904
split	-2.68586574796
left	-2.66005752411
lines	-2.67863290896
normal	-1.76
right	-0.233044764168
split	-2.68315154312
left	-2.68362166832
lines	-2.66648085731
normal	-1.76
right	-0.506133447971
split	-2.68429097651
left	-2.68017571387
lines	-2.44531280922
normal	-1.76
right	-0.460163531857
split	-2.68048664315
left	-2.68366532307
lines	-2.60150382435
normal	-1.76
right	-1.31646127907
split	-2.68580280589
left	-2.68352425758
lines	-2.68170714147
normal	-1.76
right	-0.0304738703518
split	-2.68338411892
left	-2.65988249472
lines	-2.68080042712
normal	-1.76
right	-0.0516274296112
split	-2.6670912623
left	-2.68434816534
lines	-2.68440632537
normal	-1.76
right	-0.663225162922
split	-2.6877213032
left	-2.68480662847
lines	-2.68005161902
normal	-1.76
right	-0.72325860054
split	-2.6781000144
left	-2.68098446978
lines	-2.6589574378
normal	-1.72
right	-0.00275557719168
split	-2.68396953998
left	-2.68893320704
lines	-2.65907148734
normal	-1.72
right	-0.343389137466
split	-2.68579820973
left	-2.64307275993
lines	-2.68623261473
normal	-1.72
right	-0.39976563775
split	-2.68229192259
left	-2.67555154895
lines	-1.49977009951
normal	-1.72
right	-0.0297132328472
split	-2.67245818524
left	-2.66759374053
lines	-2.65967185848
normal	-1.72
right	-0.00209850476417
split	-2.65613993436
left	-2.68795106526
lines	-2.67446694423
normal	-1.72
right	-0.870969658466
split	-2.68302006932
left	-2.65857553684
lines	-2.6830199201
normal	-1.72
right	-0.139802023231
split	-2.6808783447
left	-2.68732294698
lines	-2.66291839775
normal	-1.72
right	-0.597470287045
split	-2.64389437566
left	-2.68539749095
lines	-2.68622975463
normal	-1.72
right	-0.134789824093
split	-2.22724834844
left	-2.54627577055
lines	-2.61126594324
normal	-1.68
right	-0.593076491199
split	-2.68351685036
left	-2.68715274662
lines	-2.65154947579
normal	-1.68
right	-0.27053669173
split	-2.42782268542
left	-2.68126012251
lines	-2.68571914188
normal	-1.68
right	-0.0194562752059
split	-2.67564309408
left	-2.68497351956
lines	-2.65072055193
normal	-1.68
right	-0.0676976011718
split	-2.68597528237
left	-2.68869129201
lines	-2.60717385658
normal	-1.68
right	-0.0941342003475
split	-2.50525910767
left	-2.68421836583
lines	-1.48871806496
normal	-1.68
right	-0.00472865657181
split	-2.63954741493
left	-2.66444852013
lines	-2.66494940445
normal	-1.68
right	-0.33874795407
split	-2.65657408126
left	-2.6836278064
lines	-2.66517060715
normal	-1.68
right	-0.0971090011567
split	-2.66336376439
left	-2.56895892914
lines	-2.68627903002
normal	-1.68
right	-0.780548785946
split	-2.6897024911
left	-2.66256189105
lines	-2.67600106693
normal	-1.64
right	-0.0423491491828
split	-2.67924661144
left	-2.66137754827
lines	-2.68596150717
normal	-1.64
right	-0.0666271061496
split	-2.6655241882
left	-2.68172612934
lines	-2.68568428899
normal	-1.64
right	-0.440210113255
split	-2.6717212364
left	-2.65182177533
lines	-2.65391022851
normal	-1.64
right	-0.0356922601388
split	-2.50624635467
left	-2.68450378666
lines	-2.68823814944
normal	-1.64
right	-0.169743101466
split	-2.66277692921
left	-2.51633736099
lines	-2.68137522793
normal	-1.64
right	-0.0115566158972
split	-2.67379345754
left	-2.64936725653
lines	-1.7241044616
normal	-1.64
right	-0.021551780596
split	-2.64684096041
left	-2.68571663912
lines	-2.68029637211
normal	-1.64
right	-0.124184254898
split	-2.48528748475
left	-2.65325850129
lines	-1.49432326671
normal	-1.64
right	-0.132654305951
split	-2.67409535983
left	-2.65475332769
lines	-2.65408910973
normal	-1.6
right	-0.506018027194
split	-2.66263394485
left	-2.68431146117
lines	-2.68435829975
normal	-1.6
right	-0.15999699362
split	-2.6494178262
left	-2.6869432016
lines	-2.5897316104
normal	-1.6
right	-1.1121438766
split	-2.68853827341
left	-2.67558121842
lines	-2.6883756097
normal	-1.6
right	-0.606497673374
split	-2.67140151452
left	-2.64749503615
lines	-2.67919531874
normal	-1.6
right	-0.0330272115373
split	-2.68079679131
left	-2.64979716074
lines	-2.66269703756
normal	-1.6
right	-0.429392185195
split	-2.67807067634
left	-2.68504248245
lines	-2.65176204619
normal	-1.6
right	-0.556681654662
split	-2.68717163987
left	-2.43463925292
lines	-2.67226425942
normal	-1.6
right	-0.379312334959
split	-2.56167053057
left	-2.61881420713
lines	-2.68689606661
normal	-1.6
right	-0.33145253593
split	-2.51442434126
left	-2.56780059944
lines	-2.0430227634399998
normal	-1.56
right	-0.00592999035625
split	-2.68955256997
left	-2.62696803169
lines	-2.65910631455
normal	-1.56
right	-0.0262610085808
split	-2.66585754557
left	-2.61983442784
lines	-2.64645947856
normal	-1.56
right	-0.295530505863
split	-2.66335285713
left	-2.67753042002
lines	-2.57343554031
normal	-1.56
right	-0.0531101007561
split	-2.67307652273
left	-2.68354013034
lines	-2.4659006567
normal	-1.56
right	-0.00576080058763
split	-2.67569087731
left	-2.68909699884
lines	-2.64076256297
normal	-1.56
right	-0.0430619772172
split	-2.67070089634
left	-2.66669357458
lines	-2.64847666787
normal	-1.56
right	-0.00598498034906
split	-2.61194604012
left	-2.68302284116
lines	-2.65780079714
normal	-1.56
right	-0.00226570623877
split	-2.65318266313
left	-2.49242581227
lines	-1.99902176944
normal	-1.56
right	-0.0249895243375
split	-2.67184205212
left	-2.62459010176
lines	-2.68873863996
normal	-1.52
right	-0.0419507406672
split	-2.65598676948
left	-2.670141401
lines	-2.6630917948
normal	-1.52
right	-0.111507869003
split	-2.68588318035
left	-2.55866877541
lines	-1.49497873207
normal	-1.52
right	-0.00305721371736
split	-2.6662416971
left	-2.67902525458
lines	-1.49915538719
normal	-1.52
right	-0.398876209381
split	-2.31160859129
left	-2.43068071231
lines	-1.40202393008
normal	-1.52
right	-0.753924870331
split	-2.55214348117
left	-2.66589779869
lines	-2.6005092484
normal	-1.52
right	-0.371302945935
split	-2.60783632925
left	-2.66667803344
lines	-2.68467690257
normal	-1.52
right	-0.19162946328
split	-2.67946397655
left	-2.39067553319
lines	-2.44591452391
normal	-1.52
right	-0.87556854473
split	-2.68871868861
left	-2.6788946451
lines	-2.56372956439
normal	-1.52
right	-0.0302732290809
split	-2.61352403696
left	-2.64694389256
lines	-2.57001485062
normal	-1.48
right	-0.0187413121164
split	-2.55271158507
left	-2.60048661878
lines	-1.49884536077
normal	-1.48
right	-0.0200877805833
split	-2.67521259091
left	-2.65590198602
lines	-2.65831323093
normal	-1.48
right	-0.593023477997
split	-2.19822216341
left	-2.53708264939
lines	-2.42469309576
normal	-1.48
right	-0.267520762417
split	-2.57689736509
left	-2.62512683473
lines	-2.60447956109
normal	-1.48
right	-0.180075819374
split	-2.6812531761
left	-2.67578451993
lines	-2.18721764287
normal	-1.48
right	-0.506066843094
split	-2.5334651923
left	-2.66877578509
lines	-2.68899826356
normal	-1.48
right	-0.589403384174
split	-2.68366033135
left	-2.68680739393
lines	-2.6772560831
normal	-1.48
right	-0.0134918084459
split	-2.68906197497
left	-2.68209691502
lines	-2.61882187619
normal	-1.48
right	-0.0184982732026
split	-2.46216130751
left	-2.60671408651
lines	-1.49982429332
normal	-1.44
right	-0.0337726396863
split	-2.68120225241
left	-2.67999898415
lines	-1.49451732345
normal	-1.44
right	-0.179355025562
split	-2.67683932909
left	-2.63512053164
lines	-2.68204590473
normal	-1.44
right	-0.0277811763167
split	-2.66145737716
left	-2.63390866251
lines	-1.85639771899
normal	-1.44
right	-0.0274465478824
split	-2.68151492004
left	-2.65240808773
lines	-1.49882269108
normal	-1.44
right	-0.0387188351802
split	-2.51166265114
left	-2.18605956344
lines	-2.67472912217
normal	-1.44
right	-0.187254739485
split	-2.45420647556
left	-2.67521020143
lines	-2.68622899433
normal	-1.44
right	-0.23513246458
split	-2.68841331475
left	-2.62608602182
lines	-1.69193961174
normal	-1.44
right	-0.00331237172189
split	-2.49252430362
left	-2.62947862475
lines	-2.63532992409
normal	-1.44
right	-0.323385948776
split	-2.65098799223
left	-2.65771856077
lines	-1.42024624863
normal	-1.4
right	-0.656811381212
split	-2.68784600783
left	-2.6509769595
lines	-1.48990043728
normal	-1.4
right	-0.00947568337476
split	-2.68028078069
left	-2.35316521537
lines	-1.49819000329
normal	-1.4
right	-0.168337276305
split	-2.29563052214
left	-2.68776244375
lines	-1.49679386649
normal	-1.4
right	-0.00330573629721
split	-2.50901282576
left	-2.53135388415
lines	-2.66066864809
normal	-1.4
right	-0.0187125602466
split	-2.68471470212
left	-2.67364283104
lines	-2.66001178389
normal	-1.4
right	-0.0469152389027
split	-2.68164494255
left	-2.64423491164
lines	-1.49959581761
normal	-1.4
right	-0.588830426767
split	-2.41997497944
left	-2.6647699332
lines	-1.82332972142
normal	-1.4
right	-0.0325579093605
split	-2.33613359965
left	-2.68357884459
lines	-2.41251114829
normal	-1.4
right	-0.630761472635
split	-2.68207978657
left	-2.61921645776
lines	-2.61809420077
normal	-1.36
right	-0.0511715789703
split	-2.61948299156
left	-2.68299811144
lines	-2.5852117204
normal	-1.36
right	-0.00305662943695
split	-2.67381011465
left	-2.30076095019
lines	-1.49823961602
normal	-1.36
right	-0.566721732129
split	-2.40620816236
left	-2.52414348453
lines	-2.46886656417
normal	-1.36
right	-0.235352743394
split	-2.30681307353
left	-2.63306581045
lines	-1.49978098559
normal	-1.36
right	-0.39906197205
split	-2.29089003142
left	-2.68164633892
lines	-2.68168944711
normal	-1.36
right	-0.00287738321578
split	-2.6847787388
left	-2.67233110497
lines	-2.40445997622
normal	-1.36
right	-6.16435699538e-4
split	-2.66106171766
left	-2.68405060791
lines	-1.49962122485
normal	-1.36
right	-0.0260182360651
split	-2.43567231996
left	-2.43812619208
lines	-1.45198342962
normal	-1.36
right	-0.00821053591711
split	-2.44468448722
left	-2.23103170641
lines	-1.48467705565
normal	-1.32
right	-0.140213073341
split	-2.39928600284
left	-2.64113248198
lines	-1.49028747603
normal	-1.32
right	-0.00577285856711
split	-2.68773916935
left	-2.43580406766
lines	-2.02417229385
normal	-1.32
right	-0.0379834692715
split	-2.61038217263
left	-2.68622068383
lines	-1.4966845446000001
normal	-1.32
right	-0.239069689096
split	-2.60353881851
left	-1.94911783003
lines	-1.88546124127
normal	-1.32
right	-0.233075141482
split	-2.5521272768
left	-2.68854082616
lines	-1.49322891672
normal	-1.32
right	-0.0685926298622
split	-2.51648409766
left	-2.37833018814
lines	-2.14846708667
normal	-1.32
right	-0.13543048065
split	-2.61832438818
left	-2.67489545061
lines	-1.34758748871
normal	-1.32
right	-0.0338019912975
split	-2.27842142255
left	-1.99389451857
lines	-1.4933867055
normal	-1.32
right	-0.180665237691
split	-2.68422935146
left	-2.68865898099
lines	-1.49114754973
normal	-1.28
right	-0.0124163004931
split	-2.66947864512
left	-2.65022940858
lines	-2.26066439033
normal	-1.28
right	-0.0493748359169
split	-2.68541164034
left	-2.60438034468
lines	-2.12886179632
normal	-1.28
right	-0.00418676322587
split	-2.68332496695
left	-2.60188118526
lines	-1.47752901452
normal	-1.28
right	-0.275914253711
split	-2.68048466316
left	-2.62858324154
lines	-1.4999564385
normal	-1.28
right	-0.00268824258601
split	-2.67971896184
left	-2.65378473035
lines	-1.49897780971
normal	-1.28
right	-0.047313087545
split	-2.60410094603
left	-2.6353837714
lines	-2.68597766564
normal	-1.28
right	-0.261867532998
split	-2.46003557762
left	-2.68103515285
lines	-1.46292492276
normal	-1.28
right	-0.00165248658584
split	-2.68653533898
left	-2.59473267262
lines	-2.59734993684
normal	-1.28
right	-0.313099410182
split	-2.67705248993
left	-2.68669338221
lines	-1.49729533832
normal	-1.24
right	-0.0170878814486
split	-2.22880062143
left	-2.68377746845
lines	-2.68324574002
normal	-1.24
right	-0.00508769434045
split	-2.54173983079
left	-2.08663888392
lines	-1.45579491234
normal	-1.24
right	-0.0978003243254
split	-2.67746562528
left	-2.64153317938
lines	-2.48177952863
normal	-1.24
right	-0.0106010091582
split	-2.32461782066
left	-2.67875102274
lines	-2.12506467869
normal	-1.24
right	-0.182018080177
split	-2.68407203315
left	-2.68956681014
lines	-1.49970797171
normal	-1.24
right	-0.522146136401
split	-2.65405286403
left	-2.50698281541
lines	-2.42524189362
normal	-1.24
right	-2.28469777191e-4
split	-2.61511459084
left	-2.68032394976
lines	-1.85100945159
normal	-1.24
right	-4.17349995632e-4
split	-2.633206125
left	-2.68727673563
lines	-2.68789078767
normal	-1.24
right	-0.561223807013
split	-2.67912085241
left	-2.68382825694
lines	-1.49596417102
normal	-1.24
right	-0.0167350019546
split	-2.64225922106
left	-2.68964131933
lines	-2.4007677444
normal	-1.2
right	-0.0221651455423
split	-2.58740356442
left	-2.63684084539
lines	-1.63881634197
normal	-1.2
right	-8.46526781228e-4
split	-2.11040658963
left	-2.66997725413
lines	-1.56822846274
normal	-1.2
right	-0.00868551422409
split	-2.66383792696
left	-2.68964931567
lines	-2.68900062347
normal	-1.2
