	left	lines	normal	right	split
358	-6.49170721983	-4.49688229294	-4.2	-3.2270627879	-6.01482833826
359	-5.35643114511	-4.49787421235	-4.16	-2.71351864154	-5.08250026481
360	-6.282627917	-4.99715598563	-4.16	-2.69177655994	-5.30934480832
361	-5.98403614479	-5.99684280026	-4.16	-3.01803132968	-5.48344189956
362	-4.96378569834	-4.48231637888	-4.16	-3.33520481655	-6.26404871226
363	-5.11165747982	-5.90332861922	-4.16	-2.73369666061	-5.84458127886
364	-5.10107498985	-4.93908217735	-4.16	-2.6950364008	-5.80998195807
365	-5.92814678062	-4.48192257676	-4.12	-2.73879367128	-5.60330027875
366	-5.18244867249	-4.47733506221	-4.12	-2.75109931049	-5.55345485846
367	-5.95939103761	-4.64228570197	-4.12	-2.68259446728	-5.48110979879
368	-6.38303055611	-4.49999887194	-4.12	-2.96229059772	-5.12995432296
369	-5.52748684587	-4.4963998888	-4.12	-2.69920398536	-5.71539016018
370	-5.71966230072	-4.49553210067	-4.12	-2.68387372494	-5.98236113649
371	-6.2741633414	-5.93051444037	-4.08	-3.02243972849	-5.97062726048
372	-5.92371771327	-4.91010778996	-4.08	-2.68074145697	-5.64107873637
373	-5.81835818476	-5.61241854952	-4.08	-2.69110237981	-5.77425836968
374	-5.6659630066	-4.8105130699	-4.08	-2.6856711292	-5.66516122161
375	-6.27054877504	-4.49190432163	-4.08	-2.68362629724	-5.66795861816
376	-5.6517913476	-5.36533517929	-4.08	-2.71596652085	-5.93039223865
377	-6.01271409931	-4.48999076022	-4.04	-2.8320743349	-4.68761095947
378	-5.40981562333	-4.49985429873	-4.04	-2.68135984479	-6.46063202132
379	-5.65849880985	-5.30506552633	-4.04	-2.73236152194	-5.23410623091
380	-5.74620160307	-4.46316590934	-4.04	-2.8992731752	-6.21477504521
381	-5.97545559004	-5.52066448431	-4.04	-2.6945259137	-5.25183632798
382	-5.45143257525	-4.49977608156	-4.04	-2.70290393226	-5.44315113567
383	-5.69007992364	-4.42194102302	-4.0	-2.71459667337	-5.5750025452
384	-5.18066521373	-4.49169174279	-4.0	-2.69419735205	-5.72386417161
385	-5.45458023546	-5.40611177697	-4.0	-2.89528037954	-6.46452281196
386	-5.14831036162	-4.43421464373	-4.0	-2.68017445056	-4.92479287424
387	-4.80492417427	-5.60666859554	-4.0	-2.77944945542	-5.37717177206
388	-5.56770143397	-5.40145308672	-4.0	-2.70275274302	-5.11977732275
389	-6.48025950548	-4.49979979331	-3.96	-2.68117436026	-5.05023278773
390	-5.02400280691	-5.98846847434	-3.96	-2.68542945897	-5.16580291083
391	-4.99509266277	-4.58648397299	-3.96	-2.81357899809	-6.32550611631
392	-5.39614163961	-5.99848091752	-3.96	-2.6975675914	-5.87188057865
393	-5.28742353148	-5.32582708346	-3.96	-2.81511506746	-4.91016057247
394	-6.0646267111	-4.61044027419	-3.96	-2.70669512546	-5.0634677656
395	-5.35340119225	-4.47595262172	-3.92	-2.69632623763	-5.50887642813
396	-5.0132311488	-4.49517358365	-3.92	-2.70850144928	-5.0734649069
397	-5.08861711958	-4.4999698688	-3.92	-2.68227066855	-5.64977617473
398	-5.6940987172	-4.92502073482	-3.92	-2.71061431978	-5.29551808291
399	-5.28791079341	-4.49856776245	-3.92	-2.68672558608	-4.58615807724
400	-5.86877091705	-4.49627540365	-3.92	-2.71154021704	-5.47931021574
401	-5.53969436735	-4.49978288017	-3.88	-2.97773860549	-5.04202617985
402	-5.37059154478	-4.49983381667	-3.88	-2.68001470864	-5.32348010962
403	-5.41459569526	-4.49997163803	-3.88	-2.68886984726	-4.8676285962
404	-4.58261508316	-5.77573219157	-3.88	-2.68776035303	-5.81922601496
405	-5.41944125588	-4.86227043721	-3.88	-2.69994034586	-4.67527478861
406	-4.69097660373	-4.49908482726	-3.88	-2.68025663991	-5.60459836666
407	-5.27917960269	-4.49938777087	-3.84	-2.68566015386	-4.70662850735
408	-4.58423145526	-4.49942679144	-3.84	-2.6966042727	-5.69538384916
409	-5.61975530695	-4.92878003063	-3.84	-2.68147449248	-6.0200585185
410	-5.25444728203	-4.49591158276	-3.84	-2.74020835259	-5.67754978149
411	-5.12413766394	-4.6952900293	-3.84	-2.70550678936	-6.16382429777
412	-5.90079008016	-4.28422178805	-3.84	-2.76576872485	-6.17518628574
413	-5.69007584614	-4.60984375216	-3.8	-2.71250676505	-5.50850141652
414	-4.6616131175	-4.49441980697	-3.8	-2.71126644248	-4.92534577486
415	-4.74278922667	-4.4983850487	-3.8	-2.69215829409	-4.38431974208
416	-5.02459458808	-4.48690396152	-3.8	-2.70137530763	-5.67975816142
417	-5.82307349442	-5.39138622651	-3.8	-2.71346254602	-4.95171665497
418	-5.18115358271	-4.48750733795	-3.8	-2.68006173991	-5.14830886778
419	-5.01025258291	-4.4985760894	-3.76	-2.68077377009	-4.75332673685
420	-5.25159468898	-4.49996044567	-3.76	-2.70166199161	-5.30998650576
421	-5.33203865407	-5.3331032128	-3.76	-2.6806066831	-5.0355999942
422	-5.72843628685	-4.42069402354	-3.76	-3.15246100023	-5.5893237984
423	-5.93959117284	-4.45672476926	-3.76	-2.68346630119	-5.24189707717
424	-4.8687839606	-4.45626713056	-3.76	-2.8222855887	-4.84313098499
425	-5.14564675511	-4.49996502981	-3.72	-2.9377323857	-6.33206110073
426	-4.87079357929	-4.49688695936	-3.72	-2.72104008012	-5.79403277043
427	-5.83017992002	-4.49992261495	-3.72	-2.6867935794	-4.70277852027
428	-5.74824890284	-4.43892749147	-3.72	-2.6819557771	-5.13214898922
429	-5.73004647603	-4.49997392204	-3.72	-2.6827515062	-6.38861148088
430	-5.82109237407	-4.49899576996	-3.72	-2.6879733961	-5.220607857
431	-4.70084281399	-5.15939201115	-3.68	-2.70189676762	-4.53174788386
432	-5.52785345096	-5.56208983191	-3.68	-2.69061378286	-5.11145618826
433	-5.41869731223	-4.49943320589	-3.68	-2.77056219499	-4.87554863442
434	-4.72055565511	-4.49883719023	-3.68	-2.69447630934	-4.73104266371
435	-4.9688096316	-4.48961172973	-3.68	-2.8428914994	-4.89982311591
436	-5.32861131314	-4.49954274769	-3.68	-2.689143546	-5.61333202058
437	-4.61846188242	-4.49820712446	-3.68	-2.70004490701	-5.28190938303
438	-4.44651652967	-4.49805487752	-3.64	-2.6998898311	-5.43325762054
439	-4.91192936555	-4.49691118393	-3.64	-2.70023594635	-4.83429822451
440	-5.41234234724	-4.49928697849	-3.64	-2.68460354646	-5.28177461926
441	-4.90838663732	-5.22864418522	-3.64	-2.71187627024	-5.58258395483
442	-5.34990020298	-5.08475431893	-3.64	-2.71460111379	-4.57389873664
443	-5.97629986304	-5.15895574747	-3.64	-2.68744416679	-5.5063721753
444	-5.43151466697	-5.07368027519	-3.64	-2.75062882095	-6.08803878165
445	-5.14426150863	-4.49978117264	-3.6	-2.68022198755	-4.8885952639
446	-4.95622910839	-4.4918996626	-3.6	-2.68372064505	-5.20073733152
447	-5.86885030831	-4.42728040624	-3.6	-2.73781834692	-4.76526238111
448	-4.97762683522	-4.43209825365	-3.6	-2.69623648577	-5.50300644724
449	-5.01947617013	-4.48651861172	-3.6	-2.74853583284	-5.01002237269
450	-4.40248447554	-4.80739556567	-3.6	-2.68572252825	-4.56854973552
451	-4.96384986231	-4.47651371306	-3.6	-2.68494196161	-4.99088334245
452	-5.35603610743	-4.46355118565	-3.56	-2.87949956339	-4.9494663312
453	-4.70469239495	-5.07138800754	-3.56	-2.69230795549	-5.51883261791
454	-4.84689425817	-4.49805804536	-3.56	-2.6857514721	-4.80487209707
455	-5.30786727521	-4.40416680373	-3.56	-2.70191940823	-4.80213146947
456	-4.35677894689	-4.49891607447	-3.56	-2.68317463341	-4.57465590707
457	-5.45001295713	-4.49747972546	-3.56	-2.79791539183	-5.64814795655
458	-4.764247552	-4.47872083263	-3.56	-2.71418490864	-4.60121627033
459	-4.81768134263	-4.49981744388	-3.52	-2.69823306168	-4.75193705501
460	-4.2594564994	-4.48742924061	-3.52	-2.68020518886	-5.62561959238
461	-4.69671414178	-4.49912793715	-3.52	-2.68429042594	-5.04456974994
462	-5.75067525892	-4.92434097849	-3.52	-2.71219861735	-4.49978008135
463	-4.21597584608	-4.49266158792	-3.52	-2.68350795207	-4.98715067241
464	-5.13393504773	-4.29806046908	-3.52	-2.70897381514	-4.5565915707
465	-4.53162630286	-4.45853147526	-3.52	-2.68238804496	-5.14333991061
466	-5.51756816008	-4.49995108881	-3.48	-2.69769890515	-5.35058688839
467	-4.44197852016	-5.15727298245	-3.48	-2.69764308586	-5.86945614563
468	-4.46071215969	-4.49995981697	-3.48	-2.68529763861	-5.92569588177
469	-4.71699193984	-4.47926671913	-3.48	-2.68800092267	-5.2077223506
470	-5.84473070944	-4.96358974354	-3.48	-2.69047118263	-5.38471406005
471	-4.9201250687	-4.48212575503	-3.48	-2.68012477227	-4.53120579058
472	-5.91123219888	-4.49037383322	-3.48	-2.74191916007	-4.61440681099
473	-4.99424498106	-4.49868214878	-3.44	-2.68760304645	-5.24061444623
474	-5.51111132363	-4.47280527426	-3.44	-2.69461187997	-4.98885981881
475	-5.03092886293	-5.34382249064	-3.44	-2.68499706745	-5.67795531902
476	-5.49380060145	-4.49275678619	-3.44	-2.68179036832	-5.01648598712
477	-5.02414369195	-4.47969981312	-3.44	-2.68135856158	-4.54156104322
478	-5.15949348906	-4.42008967303	-3.44	-2.70805268252	-6.15282933284
479	-4.99231144698	-4.4917062315	-3.44	-2.70550007612	-5.09677253242
480	-4.54654771751	-4.59184469319	-3.4	-2.71740575345	-4.72961313704
481	-5.05506167882	-4.49968357411	-3.4	-2.68080211079	-4.66306777071
482	-4.6816031765	-4.49847888144	-3.4	-2.68884532183	-4.52191019171
483	-5.54716643757	-5.54989116661	-3.4	-2.68531606352	-5.69809680764
484	-4.96738841775	-4.39063550812	-3.4	-2.68223252336	-4.74387990278
485	-5.27017470936	-4.29342646339	-3.4	-2.72858101125	-5.2956916661
486	-4.19789434056	-4.48406325767	-3.4	-2.72156626929	-5.13074601886
487	-4.95805246961	-4.49384940021	-3.36	-2.69525837457	-5.36166944035
488	-5.48363500674	-4.49145078955	-3.36	-2.70637419886	-5.11878261376
489	-4.03530702186	-4.2956805781	-3.36	-2.68901969285	-5.01304338396
490	-5.11819848424	-4.49795509589	-3.36	-2.7116240846	-4.49701660857
491	-4.67476105538	-4.49904366402	-3.36	-2.72287766342	-5.54681529474
492	-5.34825307455	-4.4896266615	-3.36	-2.68535407106	-4.2419671803
493	-4.37831232135	-4.482815461	-3.36	-2.72800885111	-4.44761638505
494	-5.58793995691	-4.45457802648	-3.32	-2.68307883299	-4.13368498246
495	-5.02178684442	-4.19314614545	-3.32	-2.69039297363	-4.64287199285
496	-4.97452318236	-4.49978011633	-3.32	-2.6812301173	-5.02508332976
497	-4.36555452725	-4.4989727245	-3.32	-2.68339748245	-4.70236545168
498	-5.12279600195	-4.49785645793	-3.32	-2.68505581162	-5.09055189048
499	-4.33611068013	-4.4718017042	-3.32	-2.68807879621	-5.06694180694
500	-5.34954235674	-4.30225216512	-3.32	-2.68060253009	-4.23283414004
501	-4.50626456752	-4.68229649857	-3.28	-2.69500043743	-4.07023867992
502	-5.0870381578	-4.4999279132	-3.28	-2.81881233001	-4.5319098135
503	-4.64129317169	-4.48915283798	-3.28	-2.68459179717	-5.37319393661
504	-5.40939711426	-4.96919987833	-3.28	-2.68647471463	-4.43265815453
505	-4.9069031901	-5.00210008665	-3.28	-2.71354227691	-4.71788727493
506	-4.90378880229	-4.49566201603	-3.28	-2.68284487923	-5.24381548648
507	-4.53349544429	-4.48191999683	-3.28	-2.72365586684	-4.72349300312
508	-4.69686548147	-5.01686648207	-3.24	-2.68579192426	-4.67052870222
509	-4.61263397212	-5.87480102444	-3.24	-2.72303248453	-4.29414897686
510	-4.88752901031	-4.56337059338	-3.24	-2.68485509655	-5.09463602596
511	-4.64067325251	-4.49570328256	-3.24	-2.68696996596	-5.45182235192
512	-4.63834289875	-4.4989681118	-3.24	-2.71653527617	-4.55327929597
513	-4.71307969646	-4.20230747792	-3.24	-2.70572375261	-4.64847732077
514	-4.65845448033	-4.92244267402	-3.24	-2.70004208692	-4.34116854778
515	-4.72715368283	-4.49790959819	-3.2	-2.70451706252	-4.7680153059
516	-4.95221100801	-4.49648363063	-3.2	-2.68039034565	-4.12089352856
517	-5.19009059622	-4.49967555717	-3.2	-2.68187709398	-4.87547052092
518	-4.12801395405	-4.39258506522	-3.2	-2.68004972239	-4.5236989146
519	-4.04395217228	-4.4974038729	-3.2	-2.68179477345	-5.18671196092
520	-4.0365132632	-4.47858700851	-3.2	-2.68296392743	-5.93872798767
521	-5.19334666566	-4.72235231305	-3.2	-2.70041758378	-5.51234896729
522	-4.42723640354	-2.99776034253	-3.16	-2.68464155916	-4.45889134756
523	-4.38869579748	-4.49306496647	-3.16	-2.69955834292	-5.0450959622
524	-4.1363141881	-4.35050240408	-3.16	-2.6895034564	-5.1550168377
525	-4.18138863699	-4.49864311477	-3.16	-2.68670706633	-4.54073748143
526	-5.20022074719	-4.49873915825	-3.16	-2.7297988744	-5.03409780826
527	-4.90290820475	-4.49989672637	-3.16	-2.68040884449	-4.64335846011
528	-4.7418013758	-4.47658935786	-3.16	-2.69136812406	-5.12309874782
529	-4.69083044855	-4.05043422008	-3.12	-2.68273699837	-4.02926545172
530	-5.85726898461	-4.4831830389	-3.12	-2.71476926885	-4.67001868417
531	-4.57469203952	-3.70947698155	-3.12	-2.68641893748	-4.47182920199
532	-4.1217550174	-4.43630685831	-3.12	-2.69350191603	-4.88264976531
533	-5.33203349494	-4.49986042487	-3.12	-2.70067538455	-4.08119065347
534	-4.0446813407	-4.47900772523	-3.12	-2.68180226663	-4.88929324177
535	-4.13983566072	-4.13217382892	-3.12	-2.70065862647	-4.77610026828
536	-4.35545901317	-4.49751813774	-3.08	-2.70448636477	-5.01184282048
537	-4.7076147243	-4.48472711375	-3.08	-2.68251245453	-4.21326616211
538	-4.1793905527	-4.88866154022	-3.08	-2.68146872543	-5.41749121213
539	-4.50888682805	-4.17780277033	-3.08	-2.68788815025	-4.75777227459
540	-4.88146858522	-2.99962128459	-3.08	-2.6831848163	-4.05439828942
541	-4.67032032079	-4.43429798352	-3.08	-2.68332289606	-4.36969397933
542	-4.56812614157	-4.33601135565	-3.08	-2.70626899342	-4.2275024285
543	-4.69393647727	-5.53613469134	-3.04	-2.69464165283	-5.95283411767
544	-4.57434503224	-5.02924726656	-3.04	-2.69970813192	-4.49821454402
545	-4.43640433902	-2.99890664611	-3.04	-2.69088591211	-5.44399859038
546	-5.24179320167	-4.0348210081	-3.04	-2.68145913894	-4.07447602206
547	-4.27068308371	-4.06718388152	-3.04	-2.68333546158	-3.62501338056
548	-4.14175009271	-4.49926440998	-3.04	-2.68796294053	-4.48887115454
549	-5.02718899288	-4.46494142678	-3.04	-2.69032130481	-4.07709755305
550	-4.58570545856	-4.20496106561	-3.0	-2.68148421757	-4.3909052103
551	-4.52066960119	-4.093691636	-3.0	-2.68105072536	-5.10383398532
552	-4.03463559523	-4.2931283291	-3.0	-2.68494399526	-4.26341276142
553	-4.35576440555	-2.99978219218	-3.0	-2.68684770035	-4.99427002796
554	-5.50123308156	-4.34355465738	-3.0	-2.68077105924	-5.05526382946
555	-5.68000456659	-2.98751852876	-3.0	-2.68899103306	-4.41995419891
556	-4.0629149937	-4.479194787	-3.0	-2.70751115069	-4.00941400783
557	-5.40069027112	-4.49998618769	-3.0	-2.68368194663	-3.93503835137
558	-4.8407871311	-4.27512172812	-2.96	-2.69427911098	-4.33582776802
559	-4.69397186737	-3.85464503774	-2.96	-2.68657823686	-4.92568814446
560	-4.58203640066	-2.99610999162	-2.96	-2.68503234176	-4.20484490397
561	-4.66093698435	-3.35832765938	-2.96	-2.68687389136	-4.40698170629
562	-4.24143546095	-3.80481192967	-2.96	-2.68326052847	-4.69119575522
563	-4.57493822755	-2.96010203629	-2.96	-2.69245542852	-4.69160182663
564	-4.30854538176	-2.99955725535	-2.96	-2.68312016256	-4.19115523389
565	-4.99892987873	-2.96834989492	-2.96	-2.70253698005	-5.48096436414
566	-4.40378584443	-2.98997456725	-2.92	-2.68100337159	-3.76575786377
567	-4.18089800127	-2.99989207601	-2.92	-2.68386117544	-4.57478847398
568	-4.06336478274	-4.15677574922	-2.92	-2.68417522885	-4.29537035334
569	-4.96134116278	-4.24697766857	-2.92	-2.70631056884	-4.49287094133
570	-3.70837115274	-3.87780521559	-2.92	-2.73958166592	-4.42828394867
571	-4.47081669026	-3.26861237181	-2.92	-2.68715764508	-4.31955555109
572	-4.9288847752	-3.71001888788	-2.92	-2.68190520255	-5.69957151867
573	-4.58603016702	-2.98101916079	-2.92	-2.70583954942	-4.13652801755
574	-5.27493757976	-2.99959053515	-2.88	-2.68756807086	-4.16156252465
575	-4.72922361542	-4.28466563818	-2.88	-2.68179586187	-5.27571216406
576	-3.96792636311	-2.9521219601	-2.88	-2.68478651422	-4.88418449448
577	-4.44145157873	-2.87537235304	-2.88	-2.68758131856	-3.95430606031
578	-4.87187446469	-3.85680132614	-2.88	-2.68092878521	-4.34154615687
579	-3.72803176985	-2.99952253075	-2.88	-2.68242943351	-3.98575651151
580	-3.77742573973	-2.99990068829	-2.88	-2.68493911475	-4.30384376901
581	-4.34834460811	-4.07452702836	-2.88	-2.68070006267	-5.14671246088
582	-4.33863119358	-3.74765148976	-2.84	-2.69027291437	-4.00487878214
583	-4.48633786323	-3.73623225446	-2.84	-2.68930033444	-4.5958966861
584	-4.13142859594	-2.99865581239	-2.84	-2.68841934958	-5.01385807344
585	-4.80843448086	-2.99150010705	-2.84	-2.69203536168	-4.42922533513
586	-3.8696236873	-2.68762697908	-2.84	-2.692628485	-4.30778145454
587	-5.01194959683	-3.61226986963	-2.84	-2.68619789832	-3.80396541725
588	-4.07259863943	-3.92091733382	-2.84	-2.69345638816	-3.8618206968
589	-4.81658124175	-3.76317316689	-2.84	-2.68040002714	-4.85261170818
590	-4.72035124181	-4.49626713422	-2.8	-2.68110246233	-4.46579208212
591	-4.58722471157	-4.49847019037	-2.8	-2.68589043813	-4.50662000133
592	-4.13254227718	-4.48116034538	-2.8	-2.69419706016	-4.43474327523
593	-4.46904993763	-2.99694721228	-2.8	-2.69561144605	-3.51797814991
594	-4.90810937194	-4.0435553869	-2.8	-2.69500336965	-4.51985383101
595	-3.85182733761	-3.54977010541	-2.8	-2.69124738059	-4.16275427854
596	-4.80869838176	-2.94739330546	-2.8	-2.68597841222	-4.08277409016
597	-4.11911357233	-3.79513252323	-2.8	-2.6810642096	-4.61433053405
598	-3.61335158713	-3.71185329554	-2.76	-2.68090636699	-4.77635472032
599	-4.07191273882	-3.72453973366	-2.76	-2.68144679799	-3.67841961475
600	-4.75760186669	-2.99973955953	-2.76	-2.70277244101	-4.1313754846
601	-4.30293935296	-3.10841676211	-2.76	-2.68363579036	-4.12641722862
602	-4.407177989	-2.68777117388	-2.76	-2.6851436228	-4.19904393813
603	-4.58594262045	-2.99966273212	-2.76	-2.69462211054	-4.13146737451
604	-4.32574786608	-3.80232140912	-2.76	-2.68233242743	-3.71704412537
605	-4.45554182839	-3.51794295003	-2.76	-2.69081584262	-4.39821651183
606	-4.17440093938	-3.60288901766	-2.72	-2.68644556029	-4.24765743603
607	-4.94834007812	-4.48824166251	-2.72	-2.68759970431	-4.21806498122
608	-2.68260032012	-3.64220611069	-2.72	-2.71920905804	-4.30007042456
609	-4.46909542189	-2.99524609858	-2.72	-2.68766585075	-3.60350520129
610	-2.68228581964	-2.98409144522	-2.72	-2.68343489224	-4.55950122613
611	-4.57345475755	-4.42602026629	-2.72	-2.68514383326	-4.77490902413
612	-4.36510930057	-3.60850012357	-2.72	-2.68064685954	-4.03083569578
613	-4.80781914336	-2.99084956199	-2.72	-2.6942337716	-3.60363291967
614	-2.68673517961	-3.68440055	-2.68	-2.68	-2.68
615	-3.85362992305	-2.68700557222	-2.68	-2.6836533987	-3.78813190994
616	-4.47218463115	-2.68906042105	-2.68	-2.68	-2.68928930483
617	-2.68516768843	-3.51803251984	-2.68	-2.69543767411	-2.68420407239
618	-4.08341172051	-2.68837121196	-2.68	-2.68	-2.68
619	-2.6848570563	-2.68746231926	-2.68	-2.68	-2.68661857137
620	-4.42658326293	-2.68826769258	-2.68	-2.68052673576	-2.68237983322
621	-2.687533055	-2.68789448997	-2.68	-2.68	-4.22886682169
622	-2.6699969859	-2.683774157	-2.64	-1.44767739537	-2.68565459389
623	-4.27249631495	-2.68103571134	-2.64	-1.07433281461	-2.68570403147
624	-2.68953314584	-2.9960057873	-2.64	-1.14433593829	-2.68804548875
625	-2.67341690884	-3.96832831591	-2.64	-0.435683773413	-4.71771802
626	-2.68178008042	-2.68873019668	-2.64	-1.06759179409	-2.68765455092
627	-2.68260693002	-2.9999619827	-2.64	-0.19084563626	-2.67362620678
628	-2.68251588615	-4.15925077942	-2.64	-0.970812056741	-2.6842169589
629	-2.67045964904	-2.68143485805	-2.64	-1.19841580811	-4.62169369958
630	-2.6888488671	-2.67975609405	-2.6	-0.30448904121	-2.67292321631
631	-2.66924921582	-2.6880498149	-2.6	-0.394905695949	-2.69084706338
632	-2.68450009126	-2.67957159783	-2.6	-0.854950653731	-2.68262846211
633	-4.09497987492	-2.68709274618	-2.6	-0.79368258224	-2.6792638084
634	-2.68271503969	-2.68917209794	-2.6	-1.15956011323	-2.68587193199
635	-2.65340289529	-2.68168894666	-2.6	-1.29498247948	-2.67791149705
636	-2.68854480995	-2.68807689638	-2.6	-1.2041381747	-2.67811531431
637	-2.6817555731	-2.6788645761	-2.6	-1.22175273277	-2.67145489231
638	-2.66867802963	-2.68620098236	-2.56	-0.0492302135239	-4.04102867437
639	-2.66130418922	-2.68093403739	-2.56	-0.877693683042	-2.68699980886
640	-2.68962764066	-2.67496799513	-2.56	-1.05571503892	-2.66589474168
641	-4.8667858241	-2.68839267518	-2.56	-0.868584608709	-2.68304761167
642	-2.6802240862	-2.68065038996	-2.56	-0.754067043111	-2.67697485028
643	-2.69074835329	-2.6756376548	-2.56	-1.52277634962	-2.68530848755
644	-2.68022784503	-2.99980053882	-2.56	-1.3033980924	-2.68351579733
645	-2.66485500133	-2.66464979741	-2.56	-1.04213515486	-2.66809966794
646	-2.68016545716	-2.68664618294	-2.52	-1.16134485564	-2.68613518894
647	-2.68654994005	-2.66655412847	-2.52	-1.451879325	-4.67465844893
648	-2.67043904981	-2.6821294897	-2.52	-1.19211647025	-2.6599182482
649	-2.68429848091	-2.67259020566	-2.52	-1.0533381176	-2.66697809687
650	-2.68376031017	-2.6872055699	-2.52	-0.142556289145	-2.68502791519
651	-2.67726844652	-2.68888218396	-2.52	-1.88577125305	-2.67700703223
652	-4.27684123417	-2.68396209989	-2.52	-0.032929117291	-2.67995632475
653	-2.66452983949	-2.67195427716	-2.52	-0.363624955877	-2.68171698684
654	-2.68879093232	-2.68578084401	-2.48	-1.20232191447	-2.68778033963
655	-2.6738916601	-2.68780673325	-2.48	-0.831175890957	-2.68951436907
656	-2.68743382864	-2.68111156953	-2.48	-0.757424640862	-2.68839640756
657	-2.68613591724	-2.68402543688	-2.48	-1.52930896152	-2.66220726441
658	-2.68783959777	-2.68031082582	-2.48	-0.999374196072	-2.68865444578
659	-2.68334710141	-2.66887826307	-2.48	-1.23621577257	-2.68763166282
660	-2.67781378594	-2.66115585874	-2.48	-1.64886600219	-2.68347758724
661	-2.68907270845	-2.68820552467	-2.48	-1.11336818426	-2.68892501319
662	-2.68802034924	-2.68304086502	-2.44	-0.44753496831	-2.684229937
663	-2.68529346202	-2.66695684672	-2.44	-1.21656928386	-2.68675598534
664	-2.6791440561	-2.68276214173	-2.44	-0.369386326055	-2.68291128178
665	-2.67826384668	-2.68836546769	-2.44	-0.892850602161	-2.60154172683
666	-2.66682994949	-2.66724459905	-2.44	-0.884696598896	-2.68415374444
667	-2.68861503237	-3.25126150469	-2.44	-0.747259786375	-2.68600861053
668	-2.67097703771	-2.68270253	-2.44	-1.2183552529	-2.67675295654
669	-2.67323912972	-2.67899008648	-2.44	-0.585835352603	-2.68953516469
670	-2.6605590236	-2.68903474519	-2.4	-0.227777019132	-2.67936068145
671	-2.6743056342	-2.66962907201	-2.4	-0.858572598467	-2.6889903791
672	-2.68583566476	-2.68282208502	-2.4	-1.48844872614	-2.68895814045
673	-2.66639469071	-2.68679902185	-2.4	-1.76177735858	-2.68860058084
674	-2.67882839779	-2.67605001671	-2.4	-0.832936755703	-2.64236171717
675	-2.68905940906	-2.68707806829	-2.4	-1.33346864201	-2.68463603832
676	-2.67443984725	-2.68309541492	-2.4	-1.3241662857	-2.67893147806
677	-2.67853104873	-2.68046182138	-2.4	-0.0816097145563	-2.68090429963
678	-2.67820066433	-2.69245593371	-2.36	-1.06891615473	-2.6894992004
679	-2.68911513098	-2.67490797633	-2.36	-1.46224160991	-2.68077506492
680	-2.68052388082	-2.66141620765	-2.36	-0.953736854661	-2.68124127271
681	-2.68745945614	-2.67272299432	-2.36	-0.0714161200921	-2.68229923044
682	-2.67822993696	-2.64582723472	-2.36	-0.839107785313	-2.67971714093
683	-2.68038570985	-2.68569073747	-2.36	-1.59502725867	-2.68782902916
684	-2.67528193687	-2.68717723078	-2.36	-1.25216315932	-2.68942412649
685	-2.67998812863	-2.66835204122	-2.36	-1.08599677039	-2.68857166319
686	-2.68602407426	-2.68201452581	-2.32	-1.3301078934	-2.67980478279
687	-2.67488466808	-2.66148789703	-2.32	-1.02803138522	-2.68363340762
688	-2.68705966514	-2.63848484955	-2.32	-0.374369343896	-2.6588062826
689	-2.68447354539	-2.68476061049	-2.32	-0.101556496304	-2.66496121766
690	-2.68363598686	-2.67905487594	-2.32	-1.24524504953	-2.67366168738
691	-2.67971788454	-2.68740633734	-2.32	-0.85500592814	-2.64652378576
692	-2.68707791176	-2.68243361605	-2.32	-1.11590297802	-2.67382346778
693	-2.68454501084	-2.67934443637	-2.32	-0.712406387675	-2.68398612295
694	-2.68828208452	-2.67536040545	-2.28	-0.433014074262	-2.68897398602
695	-2.68345910322	-2.60327666843	-2.28	-1.00489807159	-2.68251221125
696	-2.68724063601	-2.68769963233	-2.28	-0.490326980809	-2.68644055494
697	-2.68752001386	-2.68662122284	-2.28	-0.336716457383	-2.68281818136
698	-2.68834638164	-2.68915960127	-2.28	-0.564096713997	-2.67286952227
699	-2.68567445217	-2.68485100605	-2.28	-1.06560718991	-2.68296193312
700	-2.68803888215	-2.67180809249	-2.28	-0.425635852592	-2.68335178173
701	-2.68122110946	-2.68857176202	-2.28	-1.02201542669	-2.68218529837
702	-2.67390748569	-2.68462216096	-2.24	-0.226292015239	-2.63394901676
703	-2.68959708008	-2.68046308664	-2.24	-0.606707352237	-2.68036155962
704	-2.67435915236	-2.68785422305	-2.24	-0.927617682159	-2.68695874448
705	-2.68453564471	-2.66410184518	-2.24	-1.20426155323	-2.68739387385
706	-2.6773379747	-2.6889649444	-2.24	-0.189567949126	-2.68704686466
707	-2.68854269152	-2.68100068823	-2.24	-0.848789857443	-2.68341805695
708	-2.6711370589	-2.68348796415	-2.24	-0.805921729847	-2.68267257932
709	-2.6315661101	-2.65885007181	-2.24	-0.406953569663	-2.68318671399
710	-2.68669257779	-2.68548562964	-2.24	-1.23573947481	-2.67327227486
711	-2.68918838132	-2.67018599896	-2.2	-0.731111067419	-2.67033591456
712	-2.6797920723	-2.67898618776	-2.2	-1.20219920541	-2.6870125861
713	-2.64062027813	-2.68491445708	-2.2	-1.02711650459	-2.66403637598
714	-2.66242292634	-2.68188372113	-2.2	-0.90238617115	-2.64812424571
715	-2.68690450873	-2.68836167865	-2.2	-1.06696892225	-2.67756094018
716	-2.68209275786	-2.6821884244	-2.2	-0.977830095607	-2.67999718749
