dataset	x	y
star	62.0309203732	79.4017874463
star	55.9341156806	32.1953390319
star	43.4512479064	33.8007915271
star	55.9216026194	84.5543318527
star	40.5235321645	20.0780967057
star	43.8950843711	33.3229759554
star	57.2000367021	86.6377322097
star	71.3921844405	38.5476555242
star	44.8739179867	46.1661534003
star	79.9486449353	53.7617144779
star	45.836479639	44.3209938994
star	55.997502853	83.2730271503
star	44.6176386473	35.5277072496
star	50.5206606562	65.4300221026
star	62.1347235139	30.3324701539
star	40.5002604789	16.200776721
star	52.4841296942	71.0938155336
star	52.9295204749	72.0538217453
star	65.2729286517	64.7724331876
star	72.2357102529	45.7555150906
star	72.7573591333	31.8984119722
star	51.3724267623	27.6378056205
star	66.4116132483	25.4156097422
star	67.278614865	25.1967233004
star	71.6527580652	36.9585490408
star	52.7244611228	72.6701125428
star	38.9838008886	16.0627778512
star	43.8567161556	46.5367314317
star	46.5899279217	43.8802887955
star	43.4539990005	19.9536771898
star	53.7466972556	29.49861831
star	60.7622689747	82.2969929935
star	71.4020161581	37.1955716964
star	74.8380520862	17.9383045468
star	75.8062738922	49.5324532414
star	71.2595306124	36.769557785
star	62.8005761172	29.6083880723
star	45.1278721002	45.5983242889
star	46.9282999788	23.1309555934
star	72.3853130727	46.3283565639
star	71.9485752225	45.7540201982
star	43.680108004	46.2360249978
star	40.8288445842	21.2383352683
star	62.9219034267	28.9885205406
star	54.5239829061	30.1604252789
star	49.3845589859	63.2972721768
star	74.6674738634	48.7528249453
star	52.1123614917	67.8017397372
star	39.400223076	14.9487266921
star	82.090036423	56.1569903339
star	45.5012114959	21.7214776933
star	46.3893833014	62.7371755695
star	76.8185752954	17.4298839329
star	39.523584247	16.9839160387
star	53.2148771765	28.4665487193
star	62.2846726991	30.1163076915
star	73.7407890574	18.4842835898
star	40.9604644067	23.3537844709
star	64.6042576566	27.6402241876
star	42.1294178059	67.7380707318
star	46.96429789	43.7357349914
star	43.686981305	19.147201452
star	45.8465128005	44.1417644985
star	58.4035555433	90.4763801472
star	41.2576159614	16.8637886583
star	65.2610749488	66.295395178
star	64.0492162387	68.6968166775
star	37.8446988979	63.2552225549
star	53.8569095389	29.4391052281
star	65.7855375766	65.0618900915
star	45.8530566385	44.8771650197
star	47.9708659763	24.377475597
star	64.1634516317	69.89015604
star	58.612663875	90.6806994176
star	38.8679591695	52.1848835723
star	53.7208762353	77.2686150964
star	52.2691604479	70.2004469961
star	46.6270373892	44.0593393108
star	60.8057905289	31.7421703488
star	42.2422515557	26.1261814377
star	43.8553719684	19.8415645814
star	46.0781324019	43.4035912234
star	41.0064171899	49.0385329634
star	46.6002015864	42.1121769084
star	39.1884131588	16.8497214766
star	44.6843049581	46.3312832047
star	85.7300657118	63.5430546262
star	48.931929175	25.3739474109
star	42.6615193708	47.7621891292
star	45.9499688201	41.0309004235
star	65.463211845	64.408113865
star	63.4157216558	71.1260909576
star	63.2470069726	72.6594580825
star	59.0986262345	90.2790023887
star	42.3408672122	67.7253460359
star	49.9882317878	25.6688430062
star	62.6489421333	29.4105942635
star	69.6262534558	62.9331604168
star	50.6523018591	26.2789656589
star	43.0747773706	32.4579871019
star	65.0094515298	68.6896111744
star	74.9533702554	48.4235888591
star	55.6652426744	83.2219443348
star	66.9084744547	62.9302895181
star	60.589039464	31.4027414733
star	66.5930825081	63.1944191179
star	57.1257173569	88.3259476495
star	81.6278524446	67.731602656
star	53.9273658696	29.5191543086
star	54.2613959174	76.3502627897
star	41.4579713535	25.3576701582
star	54.3753526618	30.5034632009
star	40.0664525998	16.4857325119
star	51.1195946618	66.5269977672
star	41.8829720837	17.3930600976
star	50.9289690071	65.7611459612
star	43.949656855	20.4358303114
star	33.3397995419	56.4055505723
star	56.047980199	32.4199046536
star	32.5692968965	63.013550341
star	52.7292942055	70.474136631
star	42.6853154423	48.134934635
star	45.4762941512	45.1541748491
star	59.1256517803	89.0028630304
star	46.1545791967	22.0024312601
star	64.0971191572	70.4075603122
star	66.9922851933	62.8918881864
star	40.5103569541	22.1597326773
star	72.6122729261	46.2129487972
star	46.1437386937	42.9979721334
star	72.5749357549	47.0507129891
star	48.8145977851	62.8679367354
star	72.6685799174	46.2007364044
star	44.8865700995	46.2139331072
star	64.2373005485	70.588166665
star	53.4163447846	74.527470537
star	70.6834906496	45.0672912081
star	54.3999005102	79.6831137612
star	64.4927256556	68.1314340124
star	52.9992250242	28.6014615627
star	60.749484988	31.2320456092
star	42.858776314	47.4004833906
star	45.3076535146	37.3107121734
high_lines	64.8185804356	89.9333781036
high_lines	86.1144972145	29.6307399262
high_lines	32.9741607917	29.6287546224
high_lines	52.8186470083	29.6323258634
high_lines	54.359291067	46.2410748711
high_lines	56.6191148843	90.0171446741
high_lines	40.6562146429	9.7416029463
high_lines	71.5927221979	10.1377598149
high_lines	40.4487572693	10.1090490632
high_lines	59.1032838627	29.6331858984
high_lines	48.3825109788	9.81305098109
high_lines	40.4855303404	66.6758033222
high_lines	74.4800332201	90.1293469958
high_lines	57.2446347726	90.3378253044
high_lines	34.9184722278	66.6781643251
high_lines	82.0761100937	66.6770960431
high_lines	81.6699058312	90.1230689993
high_lines	62.3339575748	10.3223872418
high_lines	45.0021532676	66.6789779645
high_lines	71.1386234739	46.2458192099
high_lines	46.0092066943	89.9854299143
high_lines	27.3586389051	9.7839927047
high_lines	47.7851971571	66.6749114906
high_lines	48.6180961215	66.6751643348
high_lines	59.0342825534	90.0136042022
high_lines	61.0683918609	66.6775813259
high_lines	59.340641477	90.0381654492
high_lines	54.9048453052	29.6285278082
high_lines	44.8011166482	29.6316362585
high_lines	43.851868341	9.68216924178
high_lines	59.3350145218	29.6291174097
high_lines	80.4429039249	90.1599420727
high_lines	57.7650538822	9.85368456694
high_lines	44.7925671572	90.4696507317
high_lines	46.6444906752	66.6780402211
high_lines	33.5141029264	89.8418829973
high_lines	42.2142499131	89.6210863589
high_lines	66.7506741591	90.2712924013
high_lines	76.9106677095	89.8531355435
high_lines	68.7023978135	67.8509765051
high_lines	57.2314404525	29.6300634935
high_lines	25.069971932	29.6286543669
high_lines	59.6167527391	89.5935506449
high_lines	43.1906750164	9.91322512959
high_lines	44.5174424038	29.6281078953
high_lines	63.1124919741	90.2796350216
high_lines	65.7107808684	29.6283139524
high_lines	46.580933318	29.6287592481
high_lines	80.788982351	66.6699052113
high_lines	50.1152251871	29.6291857014
high_lines	53.9478648548	90.0175149197
high_lines	37.4034229509	29.6280197814
high_lines	46.2549902978	66.6759402248
high_lines	62.4434200931	10.4843107596
high_lines	34.3285410722	9.90192559473
high_lines	50.7314765162	89.7662138279
high_lines	30.4754740025	89.8768565211
high_lines	61.7076853859	66.6786002298
high_lines	68.818873356	29.6289439047
high_lines	76.4548155439	29.6306090914
high_lines	49.0174746644	29.6295464273
high_lines	63.3060680631	10.3316861469
high_lines	60.7017383461	10.277489386
high_lines	71.2260103177	29.6324985351
high_lines	47.2656498663	90.2338175153
high_lines	42.6675415394	10.0945839549
high_lines	19.9126032051	29.6283170345
high_lines	17.6293972954	29.6280625466
high_lines	16.8812909083	9.86297710236
high_lines	57.7295982239	10.1570078904
high_lines	75.9927927833	89.8027905436
high_lines	69.8185565151	29.6329540051
high_lines	73.0385069749	10.0347297536
high_lines	82.4809092785	46.2457958229
high_lines	54.1222338251	29.6279668901
high_lines	55.0738244822	29.6372397684
high_lines	43.693214806	29.6286066449
high_lines	52.4694880472	9.6516260956
high_lines	73.3368017022	66.6787892481
high_lines	74.3861985733	29.6294865923
high_lines	35.9190066719	29.6295043362
high_lines	44.7091527296	9.52775959396
high_lines	54.5904833029	10.1869652547
high_lines	54.7212876128	29.629140181
high_lines	48.6402963081	66.6748948059
high_lines	58.4330349577	46.2454640363
high_lines	49.9253533685	90.1896166844
high_lines	37.474792426	10.1984149224
high_lines	68.4153058163	46.2418378358
high_lines	40.4376368538	10.0886621322
high_lines	50.0268510846	66.6750569928
high_lines	65.8275009164	9.67819516406
high_lines	26.7696161231	10.3510995083
high_lines	63.8883642985	10.2759124554
high_lines	63.1675282331	29.6295259187
high_lines	61.5801459381	10.1432489557
high_lines	41.0659110167	9.75577743946
high_lines	63.7904380127	29.6290531183
high_lines	29.0977686881	90.1626193348
high_lines	53.2959768171	46.2415911479
high_lines	23.0853938252	10.0922296633
high_lines	47.1950679584	46.1791676448
high_lines	85.1045801763	90.1015201133
high_lines	33.2397133699	10.0487144064
high_lines	69.2394076371	66.6786068095
high_lines	74.554792184	89.9773800054
high_lines	39.9264823381	66.6785971744
high_lines	53.9913914512	9.60026835832
high_lines	62.1090865001	66.677751643
high_lines	57.4624110855	66.6789812892
high_lines	50.9680032206	10.042567974
high_lines	66.2041773631	89.7266014664
high_lines	64.7165440257	89.6288805124
high_lines	40.1686885362	46.2452561238
high_lines	72.0073906886	89.6586897299
high_lines	39.8027117577	90.462270247
high_lines	60.1373454157	46.2445420121
high_lines	54.4627450792	29.6320532943
high_lines	41.2936614122	9.98306735782
high_lines	31.8116216545	10.2395300514
high_lines	54.8603563832	29.6306171953
high_lines	31.9515255123	46.2441641115
high_lines	46.9367608117	29.6295766642
high_lines	46.0834783495	10.3298764909
high_lines	49.6238722823	29.6284130701
high_lines	83.9065859185	66.6781233248
high_lines	51.3854840075	10.3268510169
high_lines	33.2601446852	66.6785789176
high_lines	47.0312348738	29.631839272
high_lines	59.120654939	66.6762766702
high_lines	69.0577105911	89.901758156
high_lines	74.9259198129	90.1982974999
high_lines	67.0778216266	89.8214467309
high_lines	46.5993241973	90.0844746646
high_lines	46.4727203263	9.62988615972
high_lines	54.461704458	10.0797614659
high_lines	61.4891344501	66.6748042396
high_lines	53.530680127	10.3510612232
high_lines	25.6405525024	29.6314102381
high_lines	72.2319489256	90.0832683988
high_lines	63.9977412215	66.6713164245
high_lines	50.163490682	90.3199985959
high_lines	63.0588056725	66.6762775213
high_lines	45.7604908012	29.6301318185
high_lines	60.5248884359	66.6743132663
high_lines	61.8475424492	90.118586971
high_lines	90.7595820103	89.6521442402
high_lines	52.7792251901	29.6280159527
high_lines	51.1881387724	89.7884333607
high_lines	39.0167706365	10.2519188453
high_lines	45.8300112099	29.6282926766
high_lines	25.0670257825	10.0145213888
high_lines	52.1231447902	66.6778499607
high_lines	12.9906632884	10.4033981702
high_lines	55.9774761954	66.6759341251
high_lines	52.5273294762	10.3840465922
high_lines	35.7984768314	66.6775728723
high_lines	62.0493787626	29.6280468781
high_lines	38.5500317479	66.6774795962
high_lines	47.2397592668	90.1560375825
high_lines	37.8133860671	46.2422988312
high_lines	46.5618100517	66.6684848198
high_lines	74.341817551	89.8918342349
high_lines	44.8095043253	9.64648598654
high_lines	70.2561639944	89.8579728616
high_lines	64.1651697926	66.6767269263
high_lines	35.441928797	10.1381833912
high_lines	69.401125284	29.6306389621
high_lines	52.3587807822	29.633543244
high_lines	79.9198446292	66.6767387021
high_lines	60.2434660551	66.6705802677
high_lines	60.5809045022	29.6283908618
high_lines	53.1088936799	66.6775258195
high_lines	66.8761177027	89.8345224785
high_lines	49.1530400286	90.1393587391
high_lines	67.8029286742	29.6281599779
high_lines	46.7803632314	90.3667003651
high_lines	68.1012880645	89.6424715084
high_lines	48.1475142137	9.76152066171
high_lines	67.4534086625	29.6285987094
high_lines	49.5001145834	66.6786865514
high_lines	36.4890410795	29.6295086424
dots	72.056320504	79.6297666969
dots	75.2048287563	46.2158372953
dots	24.8511639279	46.1995239996
dots	49.2747420462	29.5454483631
dots	53.7340654037	49.9742186521
dots	53.7354403092	80.4284481769
dots	45.1897867147	20.1639328808
dots	74.0124428861	17.9055521495
dots	22.2702739583	20.4078260199
dots	53.7524863705	29.5528451468
dots	47.9827121808	19.7007447845
dots	45.1943989097	49.9700782546
dots	73.3315317291	78.1611700254
dots	53.732044489	79.7779946153
dots	45.1918083682	50.0125525537
dots	72.9421974489	48.5045078852
dots	76.8004513293	79.2453838094
dots	53.736619282	19.8998035516
dots	48.9472719646	50.1954391187
dots	75.3354745576	50.4148152935
dots	45.1759892304	80.0967072621
dots	45.25532723	20.1345831593
dots	45.187776157	50.1848112488
dots	49.4920339479	48.0899885102
dots	53.7305947625	79.8486639032
dots	53.731919558	49.9755531963
dots	53.7322358851	79.8853420693
dots	53.7423414351	46.1970853281
dots	50.0436537904	46.2179534468
dots	27.6344785546	18.8153271703
dots	53.7568503734	29.5469502111
dots	75.8537456779	79.4243034336
dots	64.3849337839	19.9701070613
dots	52.1458141341	79.6877081212
dots	49.4112434675	66.3872581575
dots	24.9762955873	82.7381158001
dots	45.1896360549	80.0365725338
dots	64.3930746116	80.2834708088
dots	76.8719404342	81.5288266056
dots	71.8766052639	67.8348847616
dots	53.7472121241	29.5513629246
dots	24.6901362981	29.5471914592
dots	53.7312372265	79.8981240903
dots	45.1974336137	20.1161552183
dots	45.1799140231	46.1869272095
dots	53.7355264061	80.3636924601
dots	74.9932403355	46.216996749
dots	50.0907372725	46.2191472531
dots	76.7858017651	51.656761962
dots	49.9095642839	46.2181129984
dots	53.7342084976	80.1067662241
dots	45.2039829387	46.1128348002
dots	49.3843379849	47.8449861795
dots	53.7333498842	20.0115268491
dots	23.8568144695	20.8583019703
dots	49.5271311809	78.6527036
dots	23.0617699904	81.8228907799
dots	64.3874520348	50.1323123686
dots	75.0342182024	46.2152939275
dots	75.0885996161	29.5431478958
dots	50.0902891061	29.5459661532
dots	53.7385081047	20.1078053918
dots	53.7307845949	20.03508669
dots	75.1327704464	46.2205159496
dots	51.6724261436	78.2434906459
dots	45.1948417071	20.2554348609
dots	24.9143525358	46.2144649696
dots	25.1592368494	46.2157065378
dots	23.6059601935	20.5439773546
dots	53.729431879	19.847804998
dots	73.2765919877	80.1239072674
dots	74.9848148477	29.5451516098
dots	76.3613623795	21.6397842144
dots	72.7637814626	48.0349646412
dots	53.7431036234	46.2093642299
dots	53.7579416598	46.2006335432
dots	49.9343922665	46.216094081
dots	48.6161278056	18.1795293666
dots	74.8905777736	47.6662847824
dots	77.3894825577	48.6402797353
dots	24.9163564173	46.2173546283
dots	45.1710312756	19.9037148059
dots	53.7333027198	20.032921014
dots	53.7453148597	29.5565065477
dots	52.3927289692	51.4953916139
dots	53.7360486922	49.9679801682
dots	52.6825906195	80.1685231308
dots	45.1998534229	19.9276504525
dots	74.7973877899	50.4290547237
dots	47.8972129898	20.0093786231
dots	53.7310674096	49.8949376445
dots	73.5161030865	22.0156472624
dots	24.4286119571	20.8157567532
dots	53.7348422878	19.9435612416
dots	64.3650127347	29.6206974329
dots	53.7324829653	20.1942124563
dots	26.2751936962	20.483905199
dots	53.7445410418	29.5630121776
dots	22.7221948792	78.9107237144
dots	50.8066692605	47.8913687262
dots	27.380537129	18.626224724
dots	49.9526357867	46.2190756093
dots	73.4326655415	80.9022717314
dots	45.1918276342	19.7650675898
dots	72.9408484688	48.3096522079
dots	73.2149508423	80.726793749
dots	45.1857590673	50.2045917612
dots	53.7322614031	19.913365384
dots	64.3749136326	49.9058099709
dots	53.7333199191	50.0278491919
dots	49.2635865358	17.7082926375
dots	73.5773522781	79.556469945
dots	72.4745036192	81.2425047452
dots	26.578025408	52.5098550984
dots	76.3974495734	80.1235661307
dots	47.9716897666	78.1119331777
dots	53.731486844	49.878678552
dots	53.7438084441	46.2066813652
dots	45.1740775349	19.8967256647
dots	45.2071597622	19.7522483044
dots	53.8048953754	46.1835361844
dots	25.0492506915	46.2077954045
dots	50.0549581606	46.2159334382
dots	25.9580330111	18.4398923535
dots	45.1677754837	46.1289548403
dots	75.900293509	49.7585950902
dots	51.239421156	20.9053122773
dots	26.0612106085	51.1271389617
dots	50.0550214959	46.2190448032
dots	53.7398348168	50.021630975
dots	76.5518295001	82.2931898981
dots	76.0208883537	79.5407469064
dots	74.9465636265	77.3300059921
dots	45.1861629623	80.1630114838
dots	50.5622931563	18.4777431548
dots	53.732023454	20.1095115983
dots	53.7370739662	49.9971351064
dots	51.3475467203	20.8443454981
dots	24.8943088229	29.5457047163
dots	72.0502237568	80.0584781932
dots	72.5238579166	49.6122453346
dots	49.6969891613	81.1043011033
dots	53.7322712548	49.9191542597
dots	49.878391718	29.5477052424
dots	53.732145952	50.1040901659
dots	53.7312997726	79.9258597762
dots	76.3494370459	79.805613775
dots	49.9673258651	46.2168025189
dots	51.7493950778	79.0762115105
dots	23.483462877	18.8835844854
dots	49.8107791396	46.2164846256
dots	26.6620056796	20.8082567642
dots	49.821303115	48.8302350093
dots	22.7943575676	18.7821465049
dots	53.7319666793	49.9806230783
dots	49.4995182387	19.1209590989
dots	27.1367646302	50.5749733201
dots	53.7487177624	46.2137638866
dots	45.1653613757	49.7816909668
dots	51.4818459359	80.4684799761
dots	45.1372110657	46.1846194785
dots	48.4171954137	48.443088354
dots	72.9026942326	80.1807365533
dots	51.8903200569	21.5928640306
dots	72.6434869593	80.4395066927
dots	73.5706870471	49.6527369507
dots	45.1853256796	19.6911440014
dots	75.1767884663	46.2134934891
dots	50.0272653219	46.2184009563
dots	75.4639390164	47.2092358066
dots	53.7322298373	49.5308836158
dots	53.7517007926	46.212422418
dots	48.11085764	49.5847028963
dots	74.0501642465	80.7428631219
dots	47.2721508858	79.152768557
dots	74.8872640858	46.217058542
dots	51.9901962614	78.5331818473
dots	77.3798789708	78.7218959622
dots	47.4227226886	20.7309801387
dots	74.8345364525	46.2154581285
dots	51.06092466	48.327272002
dots	24.7164168248	29.5464787751
circle	62.8897705352	76.92754854
circle	83.7537635774	45.509281152
circle	30.6918785125	29.622466462
circle	30.5666375359	29.9191350255
circle	63.9497338353	66.7511943957
circle	63.973302056	77.2877662506
circle	34.7599807804	25.0136627028
circle	74.3019409562	25.7800478388
circle	39.9293915413	22.4796177988
circle	78.9405990539	31.1401870048
circle	44.1143562154	18.26796792
circle	27.2959499842	61.4937867878
circle	67.5005258623	74.2378943354
circle	60.9607713817	78.0922195807
circle	27.8753183004	59.1195899312
circle	75.7857179903	66.6300484911
circle	76.369079385	69.6130041563
circle	54.502247716	18.6498426268
circle	44.8867383831	66.6927865502
circle	83.885679242	48.5746488584
circle	48.6346205207	76.2612306618
circle	37.2348183481	22.0829178745
circle	26.9252203242	59.5840456434
circle	44.8074008893	66.6886356651
circle	61.590308477	75.5508646657
circle	63.9651423302	66.7228792342
circle	62.2981397907	76.2314532272
circle	63.9400812007	29.5672880747
circle	44.7965426508	29.5755789842
circle	29.4649144244	30.0535533784
circle	76.881413501	30.4596267403
circle	64.9944122579	74.851014778
circle	56.6246792694	19.3444647561
circle	53.5814361561	77.4426264728
circle	31.3626073882	65.851492744
circle	40.8230010828	73.6586057958
circle	51.280996034	76.5337536298
circle	62.8910302018	76.9324275591
circle	67.1551244166	76.1063398854
circle	69.4554879906	75.0054996307
circle	63.8736809647	29.5802052791
circle	25.2144133989	37.9487589466
circle	61.2507053003	77.13573367
circle	45.5545084601	19.8924604465
circle	30.3192506593	31.3559517688
circle	59.2927470149	77.8449338985
circle	83.3588440632	46.1759972688
circle	45.149276006	18.8434609384
circle	83.4908434017	56.482506485
circle	44.8032127438	29.5675118189
circle	63.1505852364	75.8100474414
circle	29.3212107421	30.0275461333
circle	44.8537057777	66.703254742
circle	55.7810366298	19.2855439352
circle	34.7797528784	24.6358115783
circle	47.4730484642	76.4707866051
circle	49.3736863711	76.2777114403
circle	63.9720111255	66.7439610306
circle	83.6790076812	38.5939841575
circle	80.3733493605	35.3019188436
circle	44.8280390403	29.564630557
circle	58.8853082531	18.5917531967
circle	59.1648366077	18.8929532441
circle	85.0970199653	44.2986449497
circle	50.0695786567	76.4342813059
circle	45.7249059675	18.2717871698
circle	26.0019656546	38.6992920023
circle	23.5796339624	41.6059342832
circle	33.654613182	25.4072932082
circle	59.0684607704	18.2464590191
circle	61.6667795094	76.8650268227
circle	82.4178119417	39.0109479813
circle	53.885320441	19.2204715647
circle	82.4142152314	53.7242365329
circle	63.8605476537	29.5703129655
circle	63.9423350639	29.5664079938
circle	44.8079077651	29.5640178822
circle	45.206937904	18.77037185
circle	79.6355037069	62.9386656294
circle	82.8702195445	38.2226517177
circle	27.2152761994	34.3448257149
circle	39.0406421141	21.720038218
circle	55.1776854663	16.4131300359
circle	63.9462931682	29.5752853168
circle	44.8593507006	66.7246192904
circle	84.8179502015	47.309979839
circle	49.6875056531	76.0643009154
circle	42.7332481765	21.0131957379
circle	83.4566840279	53.1786215586
circle	44.8391201305	18.3134623175
circle	44.8600461285	66.7212981804
circle	61.6680461454	19.1101773187
circle	37.8990743755	22.4585882151
circle	54.2150702945	18.8557607627
circle	63.9559596949	29.5933502577
circle	55.285370586	18.8415587977
circle	44.8526100488	20.0002643619
circle	63.943097127	29.5719231836
circle	31.4190782874	67.7406223518
circle	44.8422114491	66.6937397115
circle	31.8623259263	28.6878201931
circle	44.8021342786	29.5646548165
circle	63.0711703816	77.1050787242
circle	45.0261851217	19.557327252
circle	76.8562400754	66.7430501083
circle	64.345354523	77.5668933228
circle	28.9473501935	63.3201342138
circle	54.3875653993	16.9444894618
circle	74.7475989461	66.7131532512
circle	63.9561109221	66.712623405
circle	48.468496432	19.0546627725
circle	63.9654850734	77.0717290632
circle	63.9745785422	77.1922479589
circle	25.4362861972	50.9243733083
circle	73.6045591088	71.1306459905
circle	49.5415762874	77.0009398643
circle	63.9615020626	66.7160431215
circle	63.9544749812	29.6348219007
circle	34.1017676497	24.6073383845
circle	44.8131642613	18.1068440808
circle	80.6525112512	34.9742017471
circle	23.0458649433	46.7061752673
circle	44.8079606089	18.5806303992
circle	38.1951893873	21.4153619124
circle	26.7440303219	33.4547616163
circle	84.6361467748	54.9341469676
circle	44.8309989547	18.7151195826
circle	23.3540954423	46.9351148724
circle	44.7946441856	29.5800931938
circle	63.9323247784	66.7536012234
circle	63.9512317995	76.0657594005
circle	73.2622067742	69.623770207
circle	69.0387722552	73.943359934
circle	38.1888684849	71.6622192689
circle	44.8038821628	19.0622709823
circle	55.6714175531	19.1092970598
circle	63.9509009996	66.737013402
circle	47.1978955569	18.20530433
circle	26.977550986	34.8591044151
circle	65.4809743759	76.9535921057
circle	83.9307534932	56.5629399727
circle	48.1119844597	76.06245009
circle	79.8383596101	64.7805590185
circle	44.8241456747	29.5646545521
circle	78.8405767694	66.7153175756
circle	63.9656782169	77.5302791523
circle	68.7633096169	72.7591650092
circle	44.8093507464	29.5821400993
circle	48.3498716751	75.8106026344
circle	38.4420284267	20.9177955143
circle	28.2700421277	33.0880859039
circle	34.9987621296	23.570169377
circle	29.6339152203	66.5073912185
circle	31.0922347706	30.301807128
circle	69.4739174664	66.7196408882
circle	44.7944389084	18.7389272385
circle	28.8147614417	61.3538656259
circle	63.9451674262	29.5711838265
circle	27.2912369672	57.4249819558
circle	50.8903910206	78.8620256702
circle	24.8876071458	46.2600674497
circle	44.8553246398	66.7256210807
circle	69.0378891007	72.6200977515
circle	45.9702798131	18.2398117534
circle	70.3799567421	74.5271606537
circle	78.7068568778	66.7453442735
circle	33.4635065134	25.8762115621
circle	81.9693977242	41.0368052955
circle	36.0009907298	29.6856714154
circle	82.8531781259	56.0603619117
circle	63.943118166	66.7474339382
circle	63.9148082668	29.5827837982
circle	44.8635658466	66.6611650064
circle	64.454106833	76.5291538937
circle	50.2090208725	76.6511520598
circle	83.4036460646	45.0296676164
circle	53.4728588994	77.0987579665
circle	73.2692460024	69.2512863403
circle	44.8141220143	19.0313154014
circle	79.2132562322	32.1301384673
circle	44.8346199707	66.667364835
circle	25.3735361829	39.1160230814
bullseye	72.4142038529	81.72875126
bullseye	69.9039736658	40.7656954592
bullseye	36.5753118043	44.0969342472
bullseye	52.8817884948	29.3314463024
bullseye	68.1415535023	59.6037566211
bullseye	55.4880158794	84.0848230319
bullseye	38.8600679208	13.9741315869
bullseye	82.8416372258	25.1581002763
bullseye	33.2054293613	17.7500690332
bullseye	61.5569854536	32.2417615201
bullseye	50.597045888	28.7157475234
bullseye	39.328266254	56.5580750765
bullseye	71.3723117061	81.8132320731
bullseye	54.82113479	67.5306321179
bullseye	43.3173163477	63.0090452053
bullseye	90.2338188229	55.8291391321
bullseye	71.8545936676	79.4993889586
bullseye	60.2190321493	10.920069313
bullseye	53.4348407198	66.6402323069
bullseye	71.1990259043	48.9474856731
bullseye	49.1173214125	85.4502123593
bullseye	37.4939822074	13.758152604
bullseye	43.3432689548	62.3171447511
bullseye	46.9521704019	63.2407744726
bullseye	63.3088156891	83.2432761718
bullseye	62.5247966287	63.8329002124
bullseye	63.8022458666	82.3082722912
bullseye	58.1638089441	29.9791908267
bullseye	48.9843274108	29.8441361744
bullseye	42.602031974	11.6417277085
bullseye	61.1783987127	32.0002634339
bullseye	72.013839258	79.1279341761
bullseye	59.0050592953	11.1389564217
bullseye	53.3658180909	84.8739193803
bullseye	48.7009918693	64.7161618682
bullseye	30.1691857461	74.1940919111
bullseye	48.4025610212	84.989087435
bullseye	65.8342171738	83.4771000396
bullseye	79.6978265545	75.0877826728
bullseye	54.1489288939	67.5112063689
bullseye	63.9833177032	31.7205907265
bullseye	18.8841804648	39.6029257554
bullseye	57.564650692	85.2569667372
bullseye	52.0827203059	31.1139976437
bullseye	36.0998918533	42.9154897168
bullseye	54.3715885657	67.5243009671
bullseye	70.5028179321	37.3432144008
bullseye	44.9687988321	30.8197500534
bullseye	89.1019938827	56.4110365546
bullseye	49.9982215225	28.9733195723
bullseye	59.0910228301	83.3802647658
bullseye	42.9731002413	33.6084101506
bullseye	48.1039691587	64.3526327202
bullseye	56.8312717546	29.0834744649
bullseye	35.2149893656	16.8052947748
bullseye	53.2492343968	67.5300885696
bullseye	39.3192127245	80.5342749866
bullseye	58.2574819356	65.4515663382
bullseye	71.9992964307	46.2457555654
bullseye	90.8343766609	36.9914325927
bullseye	53.5155330441	28.3739336056
bullseye	60.2771810886	31.7111105779
bullseye	54.55834587	10.5672336954
bullseye	71.4109107837	45.2150446795
bullseye	53.0252227698	67.5127102904
bullseye	41.1155121356	12.6333539257
bullseye	16.9697921193	39.2923393444
bullseye	17.7811291047	44.4556238109
bullseye	31.8393635866	19.5802903578
bullseye	58.3088506053	10.9101959474
bullseye	71.4068729726	82.0056942378
bullseye	64.6638215716	33.3574801972
bullseye	53.928951997	10.0700387677
bullseye	73.2294936092	51.9733494382
bullseye	61.8263557718	32.651200174
bullseye	59.7920115168	29.7252201225
bullseye	40.8040906927	36.3231580193
bullseye	53.2398630511	28.7609476693
bullseye	72.592253353	46.8748502504
bullseye	68.1299701779	36.6510664072
bullseye	41.5972371838	37.1300897885
bullseye	33.5046489247	16.3804053754
bullseye	56.3214352431	11.500461393
bullseye	62.7107796325	30.859564167
bullseye	46.1524042858	65.029605567
bullseye	67.6221580756	61.7098833676
bullseye	53.4424193947	67.5197369838
bullseye	50.0606256356	28.8073653892
bullseye	70.8633410205	46.1911840322
bullseye	47.141829887	11.467266592
bullseye	50.1255490239	66.5038710457
bullseye	55.7030672131	10.3950797728
bullseye	27.5128293086	21.6833944405
bullseye	62.987288455	30.5731903631
bullseye	58.5656453664	28.9989488655
bullseye	56.7468163043	11.9470381775
bullseye	35.5893183312	16.2109510223
bullseye	60.763598169	31.5904119347
bullseye	41.9398751313	83.7424075746
bullseye	50.2811427353	64.5387031986
bullseye	33.084603689	18.4955169559
bullseye	37.3807805498	55.070933192
bullseye	77.9845326551	77.1907728476
bullseye	44.6946904879	13.0027786699
bullseye	64.5021104486	62.4162070509
bullseye	65.3048916729	82.536088317
bullseye	43.2951387231	61.8639707857
bullseye	66.6508645044	13.76304617
bullseye	62.6760850596	64.6883922425
bullseye	64.2901172528	64.4058146838
bullseye	47.7157041914	12.0134196364
bullseye	62.3348796566	84.7803429398
bullseye	75.6097263977	79.2608621923
bullseye	37.921207877	56.2788149172
bullseye	73.3348402614	79.0019638257
bullseye	53.4604725127	67.5150197766
